id,title,name,dialog,select_text
1,,,Silent night.\nThe campus hasn't been decorated with\nhalloween style yet.,
2,,,The lonely vampire girl wandered in the campus.,
3,,Dracula,Fresh blood bags also need a rest......\nIt's going to be another boring night......,
4,,XXX,"Ah! Boring?\nToday is Halloween, little vampire~",
5,,XXX,"Unfortunately,\neveryone apparently doesn't have any idea what Halloween is.",
6,,Dracula,"Who are you, food?\nWho allows you to talk to me......",
7,,Dracula,"Eh, Halloween night? I heared that before,\nbut never pay attention to it.\nBoring festival means nothing to my eternal life.",
8,,Witch,"I'm Witch, little vampire~\nIt seems you have opinions about new fresh\nblood bag?",
9,,Dracula,"Are you covet my prey?\nDon't even think about it, and this has nothing\nto do with Halloween.",
10,,Witch,"You misunderstand, I just want to invite you to\nmy grocery store~",
11,,Dracula,Grocery store? Not interesting......,
12,,Witch,"Listen, little vampire, The meaning of festivals\nis to leave the common memories with others,\nshare happiness and sorrow together.",
13,,Witch,"Halloween is coming soon, if you help me to\npromote this festival in campus, I will bring you\na gift to help you to attract your blood bag~",
14,,Dracula,It seems interesting......\nThen I will see what I can do ~,
15,,Saint,"Wakey-wakey, \nyou can't sleep here!",
16,,Wildtress,"Wow, Dracula!\nIs this your new outfit?\nLooks like pumpkin, can I eat?",
17,,,"Dracula woke up, \nit seems still at night, and she was sleeping in\nthe middle of road.",
18,,Dracula,(Seems Dracula remembered the previous\nconversation with Witch before lost her\nconsciousness)  I...... I'm okay......,
19,,Saint,"Glad to hear you are good, let's go to bed,\nit's against the rules and regulations to wander\nin campus in the middle of night!",
20,,Witch,"Everyone,\ngood evening~Happy Halloween~",
21,,Wildtress,"Ah, stranger,\nyour pumpkin looks delicious?",
22,,Saint,Who are you......\nyou are witch?\nWhat are you doing in the middle of night?,
23,,Dracula,What's wrong with this outfit?\nI just remember I follow you to the grocery\nstore......,
24,,Witch,"Haha,\ndon't look me doubtfully,\nhere is my little rewards for you~",
25,,Witch,"Everyone, in the Halloween night,\nI want to host a lively event~\nLike candy dinner, or campus competition~",
26,,Saint,"Arena event? \nHmm, Halloween, \nsounds like a good day to conquer the campus.",
27,,Wildtress,Candies for winners?\nThen I'm in!,
28,,Witch,"So, please introduce the event to others~",
29,,Dracula,(Saint and Wildtress left)  This is your plan to\npromote Halloween? It seems no connection\nbetween special arena and Halloween.,
30,,Witch,"Remember, little vampire, people,\nwill be attracted by something rare.\nHowever, they will not accept it easily~",
31,,Witch,"First draw his attention,\nthen offers something he likes. It will be\nbetter acceptable and achieve your goals!",
32,,Dracula,"(then I will try to show myself, to attract the\nattention of the blood bag)",
33,,Dracula,Then I have to be the host of this arena~\nSo this pumpkin will be my premium price of this event.,
34,婚纱投票活動劇情,Librarian,"Senpai is really something. Ever since I gave him those notes, he doesn't come to the library often anymore.",
35,,Librarian,You promised me that you would share your stories with me!,
36,,Librarian,"Hmmph. If it weren't for that storybook you sent me later, I would have brought back my notebook...",
