id,title,name,dialog,select_text
1,An Irritating Summer,,"In this hot summer day,",
2,,,I am bored out of my mind with nothing to do.,
3,,,"I,",
4,,,"Vivian,",
5,,,am the most famous fortune teller in Yume Academy.,
6,,,You're asking why isn't there anyone coming to me for Fortune Telling?,
7,,,"I suppose it all started with the ""Lost and Found""…",
8,,Vivian,"…A ""Lost and Found""?",
9,,KongMing,Yes.,
10,,Vivian,Did I hear this right? You're asking me to find misplaced things…with fortune telling?,
11,,Kong Ming,That's right.,
12,,KongMing,Isn't that why you started your fortune telling business in the first place? To help others?,
13,,Vivian,My intention was to spread the voice of the stars. Just what any other Astrology lover will do.,
14,,KongMing,"The students are growing restless with the weather becoming warmer, and losing their belongings just make things worse…",
15,,KongMing,And that's where you come in!,
16,,Vivian,Did you listen to what I said? My intention was…,
17,,,……,
18,,,And…,
19,,,"The ""Lost and Found"" will be held in the day, right?",
20,,Vivian,When no stars are visible in the sky?,
21,,Vivian,How can I tell anyone's fortune without the stars?!,
22,,Amelia,You seem troubled. Is there anything I can help?,
23,,Vivian,You? Offering help?,
24,,Amelia,"You hurt me with your doubts. Anyways, I'm here to provide an alternative to star-gazing.",
25,,Vivian,An alternative?,
26,,Amelia,"Exactly! This tome, ""The Ultimate Handbook to Fortune Telling"", contains many methods of fortune telling, such as ""Divination with an Orb"" and ""Useful Tips when branching out into other types of Fortune Telling"". You will find it very suitable to your needs!",
27,,Vivian,"Are you sure it's a tome, and not…I don't know, a random book you picked up somewhere?",
28,,Amelia,A random book? I'll have you know that I only handle the best merchandise!,
29,,Amelia,"So, what do you think? You can get an extra Crystal Orb if you purchase it now!",
30,,,Amelia beamed at me.,
31,,,The smile was too wide to be natural.,
32,,,I sighed.,
33,,,…And paid for the tome.,
34,,Vivian,"(Reading) Why is this tome in Times New Roman 12, and double spaced?",
35,,Vivian,"Well, this WAS pretty suspicious, considering it's from Amelia…",
36,,Girl A,"Vivian, here's something for you.",
37,,,……,
38,,,"It's a Board with ""Lost and Found"" written on it…with KongMing's handwriting too.",
39,,Vivian,I wonder why is KongMing sending people my way so I can find their lost stuff…,
40,,Vivian,Are there that many misplaced items in Yume Academy?,
41,,Ithil,Hello?,
42,,Vivian,Woah!,
43,,,Someone really came…!,
44,,Vivian,"Hi, Ithil!",
45,,Ithil,"Hi, Vivian. I heard you can find misplaced objects with Fortune Telling?",
46,,Vivian,"I'm just a regular Astrology lover, but yes, I should be able to find your lost belongings.",
