id,unknown_2,name,desc
1100100,Skarivine,Basic Attack,Basic Attack
1100200,Cayla,Basic Attack,Basic Attack
1100300,Vanees,Basic Attack,Basic Attack
1200100,Maidam,Basic Attack,Basic Attack
1200200,Aegis,Basic Attack,Basic Attack
1200300,Handana,Basic Attack,Basic Attack
1300100,Lin AI,Basic Attack,Basic Attack
1300200,Witch,Basic Attack,Basic Attack
1300300,Stella,Basic Attack,Basic Attack
1400100,Elloi,Basic Attack,Basic Attack
1400200,Vella,Basic Attack,Basic Attack
1400300,Yuri,Basic Attack,Basic Attack
2100100,Talia,Basic Attack,Basic Attack
2100200,Nasha,Basic Attack,Basic Attack
2100300,Hancer,Basic Attack,Basic Attack
2100400,Nono,Basic Attack,Basic Attack
2200100,Roselle,Basic Attack,Basic Attack
2200200,Hynel,Basic Attack,Basic Attack
2200300,Fleur,Basic Attack,Basic Attack
2200400,Meimi,Basic Attack,Basic Attack
2300100,Boro,Basic Attack,Basic Attack
2300200,Lana,Basic Attack,Basic Attack
2300300,Sasuke,Basic Attack,Basic Attack
2300400,Shamoke,Basic Attack,Basic Attack
2400100,Pyra,Basic Attack,Basic Attack
2400200,Octagirl,Basic Attack,Basic Attack
2400300,Aeris,Basic Attack,Basic Attack
2400400,Puny,Basic Attack,Basic Attack
3100100,Poppi,Basic Attack,Basic Attack
3100200,Jade,Basic Attack,Basic Attack
3100300,Ursula,Basic Attack,Basic Attack
3100400,Kitty,Basic Attack,Basic Attack
3100500,Samurai,Basic Attack,Basic Attack
3200100,Tula,Basic Attack,Basic Attack
3200200,Edward,Basic Attack,Basic Attack
3200300,King,Basic Attack,Basic Attack
3200400,Donna,Basic Attack,Basic Attack
3200500,Nobuna,Basic Attack,Basic Attack
3300100,Annabelle,Basic Attack,Basic Attack
3300200,Harley,Basic Attack,Basic Attack
3300300,Magician,Basic Attack,Basic Attack
3300400,Caitlin,Basic Attack,Basic Attack
3300500,Marynari,Basic Attack,Basic Attack
3400100,Robin,Basic Attack,Basic Attack
3400200,Sisha,Basic Attack,Basic Attack
3400300,Mythra,Basic Attack,Basic Attack
3400400,Athena,Basic Attack,Basic Attack
3400500,Kenshin,Basic Attack,Basic Attack
3500100,Reo,Basic Attack,Basic Attack
3600100,Luna,Basic Attack,Basic Attack
4100100,Zombia,Basic Attack,Basic Attack
4100200,Flash,Basic Attack,Basic Attack
4100300,Werewolf,Basic Attack,Basic Attack
4100400,Nona,Basic Attack,Basic Attack
4100500,Assassin,Basic Attack,Basic Attack
4100600,Ashely,Basic Attack,Basic Attack
4100700,Ninja,Basic Attack,Basic Attack
4100800,Cynthia,Basic Attack,Basic Attack
4200100,Miya,Basic Attack,Basic Attack
4200200,Bidenty,Basic Attack,Basic Attack
4200300,Boxer,Basic Attack,Basic Attack
4200400,Lily,Basic Attack,Basic Attack
4200500,Nagia,Basic Attack,Basic Attack
4200600,Hypatia,Basic Attack,Basic Attack
4200700,Quinie,Basic Attack,Basic Attack
4200800,Haxie,Basic Attack,Basic Attack
4300100,Nun,Basic Attack,Basic Attack
4300200,Diva,Basic Attack,Basic Attack
4300300,Liz,Basic Attack,Basic Attack
4300400,Anna,Basic Attack,Basic Attack
4300500,Omega,Basic Attack,Basic Attack
4300600,Lightin,Basic Attack,Basic Attack
4300700,Iron Fist,Basic Attack,Basic Attack
4300800,Ada,Basic Attack,Basic Attack
4400100,Beary,Basic Attack,Basic Attack
4400200,Litana,Basic Attack,Basic Attack
