id,text
1,Really not satisfied
2,Not satisfied
3,Normal
4,Impressive
5,Very Impressive
6,Game forum
7,Facebook
8,Browsing app store
9,Recommendation from a friend or co-worker
10,Gaming website or other media
11,Social platform such as Line
12,I am not that interested in the sub-culture/ I don't like the sub-culture
13,"I kind of like the sub-culture. I mainly read, play or watch popular or classic anime, manga and games"
14,I like the sub-culture. There is a specific genre that I like and I like watching or reading a lot of them.
15,I really like the sub-culture. I read and watch a wide variety of ACG stuff and I know a lot more than most people. Call me a senior otaku.
16,Smartphone games
17,PC client games
18,Computer website games
19,"Console games(PS, Xbox, Switch, etc.)"
20,I don't play other games often
21,Idle games
22,Turn-based RPG (FGO)
23,Action(Honkai Impact 3rd)
24,Real-time strategy (Clash Royale)
25,"Shooting (PUBG, Fortnite, etc.)"
26,MMORPG
27,Music-themed or rhythm
28,Less than 75
29,76-150
30,151-750
31,751-1500
32,More than 1500
33,Experience: Playing the game is a fun and interesting experience.
34,"Collect：Collect the characters, items and skins to complete the collection"
35,Plot: Experience and immersing in the plot and storyline of the game.
36,Strategy: Solving challenging problems and puzzles in the game
37,Competition: Playing to climb the ranks and for glory.
38,Character Development: Growing a role or character in the game. Companionship
39,Leisure: Relaxing and killing the time.
40,Social: Making friends and/or playing with friends in game.
41,I don't know/ I play whatever I want. There's no main motivation.
42,Listening to music
43,Reading comic books
44,Reading novels
45,Listening to radio and podcast
46,Watching TV/movies
47,"Browsing anime, manga and game related websites"
48,Watching cartoons
49,Browsing game forums
50,Others(You can fill in the blank)
51,Male
52,Female
53,Under 16
54,16-18 years old
55,19-22 years old
56,23-25 years old
57,Over 25
58,I'm a student.
59,I'm currently working
60,Other
61,Collecting characters
62,Upgrading Crystals
63,Training Servants
64,Tests
65,Others(You can fill in the blank)
66,Others
67,Not disclosed
68,Less than 1 month
69,1-3 months
70,3-6 months
71,6-12 months
72,More than 1 year
73,Level 70-79
74,Level 80-89
75,Level 90-99
76,Level 100-109
77,Level 110-119
78,Higher than Level 120
79,I almost play everyday
80,I could get online about 5-6 days in a week
81,I could get online about 3-4 days in a week
82,I could only be playing the game in 1-2 of the days in a week or less
83,I need to go to school
84,I have other games to play
85,The game content is not enough
86,The game gets boring for me
87,Others(You can fill in the blank)
88,NICE!
89,Like
90,Normal
91,Don't like
92,NOPE
93,The events are interesting
94,The event rewards are good
95,Nice skins are updated
96,New characters are adorable
97,Others(You can fill in the blank)
98,It's P2W
99,It requires too much effort for the events
100,The event reward is not enough
101,New skin doesn't look nice
102,The new character could be better
