id,name
25010001,Unrefined Soul Essence
25010002,Normal Soul Essence
25010003,Improved Soul Essence
25050500,[Ultimate Ruby I] Synthetic Stone
25060600,[Summoner] Synthetic stone
25060700,[Adjudicator] Synthetic stone
25060800,[Destroyer] Synthetic stone
25060900,[Dorminator] Synthetic stone
25010101,Water
25010102,Fire
25010103,Wind
25010104,Earth
25020101,[Regular Topaz I] Water
25020102,[Regular Topaz I] Fire
25020103,[Regular Topaz Ⅱ] Wind
25020104,[Regular Topaz Ⅱ] Earth
25030101,[Regular Amethyst I] Water
25030102,[Regular Amethyst I] Fire
25030103,[Regular Amethyst Ⅱ] Wind
25030104,[Regular Amethyst Ⅱ] Earth
25030201,[Primary Amethyst I] Water
25030202,[Primary Amethyst I] Fire
25030203,[Primary Amethyst I] Wind
25030204,[Primary Amethyst I] Earth
25030205,[Primary Amethyst Ⅱ] Star
25030206,[Primary Amethyst Ⅱ] Moon
25030301,[Intermediate Amethyst I] Water
25030302,[Intermediate Amethyst I] Fire
25030303,[Intermediate Amethyst I] Wind
25030304,[Intermediate Amethyst I] Earth
25030305,[Intermediate Amethyst Ⅱ] Star
25030306,[Intermediate Amethyst Ⅱ] Moon
25030401,[Advanced Amethyst I] Water
25030402,[Advanced Amethyst I] Fire
25030403,[Advanced Amethyst I] Wind
25030404,[Advanced Amethyst I] Earth
25030405,[Advanced Amethyst Ⅱ] Star
25030406,[Advanced Amethyst Ⅱ] Moon
25040101,[Regular Emerald I] Water
25040102,[Regular Emerald I] Fire
25040103,[Regular Emerald I] Wind
25040104,[Regular Emerald Ⅱ] Earth
25040105,[Regular Emerald Ⅲ] Star
25040106,[Regular Emerald Ⅲ] Moon
25040201,[Primary Emerald I] Water
25040202,[Primary Emerald I] Fire
25040203,[Primary Emerald I] Wind
25040204,[Primary Emerald I] Earth
25040205,[Primary Emerald Ⅱ] Star
25040206,[Primary Emerald Ⅱ] Moon
25040207,[Primary Emerald Ⅱ] Sun
25040301,[Intermediate Emerald I] Water
25040302,[Intermediate Emerald I] Fire
25040303,[Intermediate Emerald I] Wind
25040304,[Intermediate Emerald I] Earth
25040305,[Intermediate Emerald Ⅱ] Star
25040306,[Intermediate Emerald Ⅱ] Moon
25040307,[Intermediate Emerald Ⅱ] Sun
25040401,[Advanced Emerald I] Water
25040402,[Advanced Emerald I] Fire
25040403,[Advanced Emerald I] Wind
25040404,[Advanced Emerald I] Earth
25040405,[Advanced Emerald Ⅱ] Star
25040406,[Advanced Emerald Ⅱ] Moon
25040407,[Advanced Emerald Ⅱ] Sun
25050101,[Regular Ruby I] Water
25050102,[Regular Ruby I] Fire
25050103,[Regular Ruby Ⅱ] Wind
25050104,[Regular Ruby Ⅱ] Earth
25050105,[Regular Ruby Ⅲ] Star
25050106,[Regular Ruby Ⅲ] Moon
25050107,[Regular Ruby Ⅲ] Sun
25050201,[Primary Ruby I] Water
25050202,[Primary Ruby I] Fire
25050203,[Primary Ruby I] Wind
25050204,[Primary Ruby I] Earth
25050205,[Primary Ruby Ⅱ] Star
25050206,[Primary Ruby Ⅱ] Moon
25050207,[Primary Ruby Ⅱ] Sun
25050301,[Intermediate Ruby I] Water
25050302,[Intermediate Ruby I] Fire
25050303,[Intermediate Ruby I] Wind
25050304,[Intermediate Ruby I] Earth
25050305,[Intermediate Ruby Ⅱ] Star
25050306,[Intermediate Ruby Ⅱ] Moon
25050307,[Intermediate Ruby Ⅱ] Sun
25050401,[Advanced Ruby I] Water
25050402,[Advanced Ruby I] Fire
25050403,[Advanced Ruby I] Wind
25050404,[Advanced Ruby I] Earth
25050405,[Advanced Ruby I] Star
25050406,[Advanced Ruby I] Moon
25050407,[Advanced Ruby I] Sun
25050501,[Ultimate Ruby I] Water
25050502,[Ultimate Ruby I] Fire
25050503,[Ultimate Ruby I] Wind
25050504,[Ultimate Ruby I] Earth
25050505,[Ultimate Ruby I] Star
25050506,[Ultimate Ruby I] Moon
25050507,[Ultimate Ruby I] Sun
25060601,[Summoner] Water
25060602,[Summoner] Fire
25060603,[Summoner] Wind
25060604,[Summoner] Earth
25060605,[Summoner] Star
25060606,[Summoner] Moon
25060607,[Summoner] Sun
25060701,[Adjudicator] Water
25060702,[Adjudicator] Fire
25060703,[Adjudicator] Wind
25060704,[Adjudicator] Earth
25060705,[Adjudicator] Star
25060706,[Adjudicator] Moon
25060707,[Adjudicator] Sun
25060801,[Destroyer] Water
25060802,[Destroyer] Fire
25060803,[Destroyer] Wind
25060804,[Destroyer] Earth
25060805,[Destroyer] Star
25060806,[Destroyer] Moon
25060807,[Destroyer] Sun
25060901,[Dominator] Water
25060902,[Dominator] Fire
25060903,[Dominator] Wind
25060904,[Dominator] Earth
25060905,[Dominator] Star
25060906,[Dominator] Moon
25060907,[Dominator] Sun
