id,name,desc
101,HP,Increases [c][e28002]HP[-][/c] by [c][01a310]4%[-][/c] for everyone in the team
201,Attack,Increases [c][e28002]Attack[-][/c] by [c][01a310]3%[-][/c] for everyone in the team
301,Armor,Increases [c][e28002]Armor[-][/c] by [c][01a310]60[-][/c] for everyone in the team
401,Crit,Increases [c][e28002]Crit[-][/c] by [c][01a310]3%[-][/c] for everyone in the team
501,Speed,Increases [c][e28002]Speed[-][/c] by [c][01a310]10[-][/c] for everyone in the team
601,Skill Damage,Increases [c][e28002]Skill Damage[-][/c] by [c][01a310]8%[-][/c] for everyone in the team
701,DMG Reduction,Increases [c][e28002]Damage Reduction[-][/c] by [c][01a310]2%[-][/c] for everyone in the team
801,Armor Break,Increases [c][e28002]Armor Break[-][/c] by [c][01a310]6%[-][/c] for everyone in the team
901,Immunity,Increases [c][e28002]Immunity[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1001,Block,Increases [c][e28002]Block Rate[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1101,Holy Damage,Increases [c][e28002]Holy Damage[-][/c] by [c][01a310]4%[-][/c] for everyone in the team
1201,Extra Control Rate,Increases [c][e28002]Extra Control Rate[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1301,Precision,Increases [c][e28002]Precision[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
102,HP,Increases [c][e28002]HP[-][/c] by [c][01a310]4%[-][/c] for everyone in the team
202,Attack,Increases [c][e28002]Attack[-][/c] by [c][01a310]3%[-][/c] for everyone in the team
302,Armor,Increases [c][e28002]Armor[-][/c] by [c][01a310]60[-][/c] for everyone in the team
402,Crit,Increases [c][e28002]Crit[-][/c] by [c][01a310]3%[-][/c] for everyone in the team
502,Speed,Increases [c][e28002]Speed[-][/c] by [c][01a310]10[-][/c] for everyone in the team
602,Skill Damage,Increases [c][e28002]Skill Damage[-][/c] by [c][01a310]8%[-][/c] for everyone in the team
702,DMG Reduction,Increases [c][e28002]Damage Reduction[-][/c] by [c][01a310]2%[-][/c] for everyone in the team
802,Armor Break,Increases [c][e28002]Armor Break[-][/c] by [c][01a310]6%[-][/c] for everyone in the team
902,Immunity,Increases [c][e28002]Immunity[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1002,Block,Increases [c][e28002]Block Rate[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1102,Holy Damage,Increases [c][e28002]Holy Damage[-][/c] by [c][01a310]4%[-][/c] for everyone in the team
1202,Extra Control Rate,Increases [c][e28002]Extra Control Rate[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1302,Precision,Increases [c][e28002]Precision[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
103,HP,Increases [c][e28002]HP[-][/c] by [c][01a310]4%[-][/c] for everyone in the team
203,Attack,Increases [c][e28002]Attack[-][/c] by [c][01a310]3%[-][/c] for everyone in the team
303,Armor,Increases [c][e28002]Armor[-][/c] by [c][01a310]60[-][/c] for everyone in the team
403,Crit,Increases [c][e28002]Crit[-][/c] by [c][01a310]3%[-][/c] for everyone in the team
503,Speed,Increases [c][e28002]Speed[-][/c] by [c][01a310]10[-][/c] for everyone in the team
603,Skill Damage,Increases [c][e28002]Skill Damage[-][/c] by [c][01a310]8%[-][/c] for everyone in the team
703,DMG Reduction,Increases [c][e28002]Damage Reduction[-][/c] by [c][01a310]2%[-][/c] for everyone in the team
803,Armor Break,Increases [c][e28002]Armor Break[-][/c] by [c][01a310]6%[-][/c] for everyone in the team
903,Immunity,Increases [c][e28002]Immunity[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1003,Block,Increases [c][e28002]Block Rate[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1103,Holy Damage,Increases [c][e28002]Holy Damage[-][/c] by [c][01a310]4%[-][/c] for everyone in the team
1203,Extra Control Rate,Increases [c][e28002]Extra Control Rate[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1303,Precision,Increases [c][e28002]Precision[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
104,HP,Increases [c][e28002]HP[-][/c] by [c][01a310]4%[-][/c] for everyone in the team
204,Attack,Increases [c][e28002]Attack[-][/c] by [c][01a310]3%[-][/c] for everyone in the team
304,Armor,Increases [c][e28002]Armor[-][/c] by [c][01a310]60[-][/c] for everyone in the team
404,Crit,Increases [c][e28002]Crit[-][/c] by [c][01a310]3%[-][/c] for everyone in the team
504,Speed,Increases [c][e28002]Speed[-][/c] by [c][01a310]10[-][/c] for everyone in the team
604,Skill Damage,Increases [c][e28002]Skill Damage[-][/c] by [c][01a310]8%[-][/c] for everyone in the team
704,Defense,Increases [c][e28002]Damage Reduction[-][/c] by [c][01a310]2%[-][/c] for everyone in the team
804,Armor Break,Increases [c][e28002]Armor Break[-][/c] by [c][01a310]6%[-][/c] for everyone in the team
904,Immunity,Increases [c][e28002]Immunity[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1004,Block,Increases [c][e28002]Block Rate[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1104,Holy Damage,Increases [c][e28002]Holy Damage[-][/c] by [c][01a310]4%[-][/c] for everyone in the team
1204,Extra Control Rate,Increases [c][e28002]Extra Control Rate[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
1304,Precision,Increases [c][e28002]Precision[-][/c] by [c][01a310]5%[-][/c] for everyone in the team
