id,desc
1,Photo Studio
2,Michaelin-starred
3,Japanese Costume Store
4,Snack Store
5,Talk in the Garden
6,Goldfish Scooping
7,Fried Noodles Booth
8,Mask Store
9,Fireworks Festival
10,Beauty Pageant
11,Theater Hall
12,Auditorium
13,Souvenir Store
14,Backstage
15,Stage
16,Ferris Wheel
17,Carousel
18,Ice Cream
19,Roller Coaster
20,Haunted House
21,Clothing Store
22,Cat Café
23,Afternoon Tea
24,The Flower Shop
25,Rest
26,Candy Apple
27,Fireworks Display
28,Takoyaki
29,Shaved Ice
30,Ring Toss
31,Lake Talk
32,Boating
33,Picnic
34,Fly a kite
35,Chess
36,Fan Store
37,Resting area
38,Cat Café
39,Bookstore
40,Arcade
41,Flume Ride
42,Roller Coaster
43,Bumper Cars
44,Dining area
45,Fishing Tournament
