id,desc
101,Upgrade Technology of Planetarium I {1} times in this World of Time
102,Upgrade Technology of Planetarium I {1} times in this World of Time
103,Upgrade Technology of Planetarium I {1} times in this World of Time
201,Upgrade Technology of Planetarium II {1} times in this World of Time
202,Upgrade Technology of Planetarium II {1} times in this World of Time
203,Upgrade Technology of Planetarium II {1} times in this World of Time
301,Pass Stage {1} in this World of Time
302,Upgrade Technology of Planetarium II {1} times in this World of Time
303,Upgrade Technology of Planetarium II {1} times in this World of Time
304,Upgrade Technology of Planetarium II {1} times in this World of Time
305,Upgrade Technology of Planetarium II {1} times in this World of Time
306,Upgrade Technology of Planetarium II {1} times in this World of Time
307,Upgrade Technology of Planetarium II {1} times in this World of Time
308,Pass Stage {1} in this World of Time
309,Pass Stage {1} in this World of Time
310,Pass Stage {1} in this World of Time
401,"Trigger Encounter Card ""Luna"" {1} Times in this World of Time"
402,"Trigger Encounter Card ""Luna"" {1} Times in this World of Time"
403,"Trigger Encounter Card ""Luna"" {1} Times in this World of Time"
501,"Trigger Encounter Card ""Blowie"" {1} Times in this World of Time"
502,"Trigger Encounter Card ""Blowie"" {1} Times in this World of Time"
503,"Trigger Encounter Card ""Blowie"" {1} Times in this World of Time"
601,"Trigger Encounter Card ""Angel"" {1} Times in this World of Time"
602,"Trigger Encounter Card ""Angel"" {1} Times in this World of Time"
603,"Trigger Encounter Card ""Angel"" {1} Times in this World of Time"
701,"Trigger Encounter Card ""Fenrir"" {1} Times in this World of Time"
702,"Trigger Encounter Card ""Fenrir"" {1} Times in this World of Time"
703,"Trigger Encounter Card ""Fenrir"" {1} Times in this World of Time"
801,"Trigger Encounter Card ""Raphael"" {1} Times in this World of Time"
802,"Trigger Encounter Card ""Raphael"" {1} Times in this World of Time"
803,"Trigger Encounter Card ""Raphael"" {1} Times in this World of Time"
901,"Trigger Encounter Card ""Teresa"" {1} Times in this World of Time"
902,"Trigger Encounter Card ""Teresa"" {1} Times in this World of Time"
903,"Trigger Encounter Card ""Teresa"" {1} Times in this World of Time"
1001,"Trigger Encounter Card ""Bud Elf"" {1} Times in this World of Time"
1002,"Trigger Encounter Card ""Bud Elf"" {1} Times in this World of Time"
1003,"Trigger Encounter Card ""Bud Elf"" {1} Times in this World of Time"
1101,"Trigger Encounter Card ""Luna"" {1} Times in this World of Time in 1 Observation"
1102,"Trigger Encounter Card ""Luna"" {1} Times in this World of Time in 1 Observation"
1201,"Trigger Encounter Card ""Blowie"" {1} Times in this World of Time in 1 Observation"
1202,"Trigger Encounter Card ""Blowie"" {1} Times in this World of Time in 1 Observation"
1301,"Trigger Encounter Card ""Angel"" {1} Times in this World of Time in 1 Observation"
1302,"Trigger Encounter Card ""Angel"" {1} Times in this World of Time in 1 Observation"
1401,"Trigger Encounter Card ""Fenrir"" {1} Times in this World of Time in 1 Observation"
1402,"Trigger Encounter Card ""Fenrir"" {1} Times in this World of Time in 1 Observation"
1501,"Trigger Encounter Card ""Raphael"" {1} Times in this World of Time in 1 Observation"
1502,"Trigger Encounter Card ""Raphael"" {1} Times in this World of Time in 1 Observation"
1601,"Trigger Encounter Card ""Teresa"" {1} Times in this World of Time in 1 Observation"
1602,"Trigger Encounter Card ""Teresa"" {1} Times in this World of Time in 1 Observation"
1701,"Trigger Encounter Card ""Bud Elf"" {1} Times in this World of Time in 1 Observation"
1801,"Get {1} Points by triggering Encounter Card ""Points"" in this World of Time"
1802,"Get {1} Points by triggering Encounter Card ""Points"" in this World of Time"
1803,"Get {1} Points by triggering Encounter Card ""Points"" in this World of Time"
1901,"Get {1} Points by triggering Encounter Card ""Points"" in this World of Time in 1 Observation"
1902,"Get {1} Points by triggering Encounter Card ""Points"" in this World of Time in 1 Observation"
1903,"Get {1} Points by triggering Encounter Card ""Points"" in this World of Time in 1 Observation"
2001,Deal {1} damage in Stage 11 of this World of Time in 1 challenge attempt
2002,Deal {1} damage in Stage 11 of this World of Time in 1 challenge attempt
2003,Deal {1} damage in Stage 11 of this World of Time in 1 challenge attempt
2004,Deal {1} damage in Stage 11 of this World of Time in 1 challenge attempt
2005,Deal {1} damage in Stage 11 of this World of Time in 1 challenge attempt
2101,Upgrade Technology of Planetarium I {1} times in this World of Time
2102,Upgrade Technology of Planetarium I {1} times in this World of Time
2103,Upgrade Technology of Planetarium I {1} times in this World of Time
2104,Upgrade Technology of Planetarium I {1} times in this World of Time
2105,Upgrade Technology of Planetarium I {1} times in this World of Time
