id,title,desc
10111,Photo Studio-1,"Sorry, I didn't mean to do that."
10112,Photo Studio-1,Who? Me? No! I was just checking the decorations in this room...(nervous)
10113,Photo Studio-1,That's because you always look gorgeous~
10121,Photo Studio-2,The one that fits Giana's costume
10122,Photo Studio-2,Tidy Suit
10123,Photo Studio-2,Don't change
10131,Photo Studio-3,Give the photo to Giana
10132,Photo Studio-3,Wait patiently
10133,Photo Studio-3,Ask for the film
10211,Michaelin-starred-1,Mont Blanc
10212,Michaelin-starred-1,Anglerfish Saute
10213,Michaelin-starred-1,Steamed Kuruma Prawn
10221,Michaelin-starred-2,I taste nothing but cash...
10222,Michaelin-starred-2,"So so, I don't think the cook is at her best today."
10223,Michaelin-starred-2,It's the most delicious food I've ever had.
10231,Michaelin-starred-3,Pay without hesitation
10232,Michaelin-starred-3,Tell Giana the truth
10233,Michaelin-starred-3,Pay with hesitation
10311,Japanese Costume Store-1,"Of course I would, no one would reject a chance to admire someone beautiful."
10312,Japanese Costume Store-1,That's just me being polite.
10313,Japanese Costume Store-1,"That's the best sight I've seen today, I hope I can see you in this again later."
10321,Japanese Costume Store-2,Black
10322,Japanese Costume Store-2,Cyan
10323,Japanese Costume Store-2,Brown
10331,Japanese Costume Store-3,"Come, this Kimono suits you perfectly."
10332,Japanese Costume Store-3,"""For now""? I hope this will change in the future…"
10333,Japanese Costume Store-3,"What? Me? No no no, I'm just...."
10411,Snack Store-1,Brown Sugar
10412,Snack Store-1,Matcha
10413,Snack Store-1,Original
10421,Snack Store-2,Of course! Nobody would refuse such sweet and elastic taste.
10422,Snack Store-2,It's amazing to know something with such a normal look can taste so delicious!
10423,Snack Store-2,"Sorry to disappoint, but it's too sweet for me~"
10431,Snack Store-3,"What is it, please show me~"
10432,Snack Store-3,Something... Special... Is that for me?
10433,Snack Store-3,Really? Don't mind if I do then.
10511,Talk in the Garden-1,"Of course... As your Senpai, this is my responsibility!"
10512,Talk in the Garden-1,Giana... Actually it's hard to say.
10513,Talk in the Garden-1,"Even if I'm a gentleman to everyone, I'll still treat you more special."
10521,Talk in the Garden-2,Give her the water in my bag.
10522,Talk in the Garden-2,Rush to the convenience store to buy a bottle of water
10523,Talk in the Garden-2,There's a soft-drink bar up ahead
10531,Talk in the Garden-3,Take out the prepared itinerary list from bag
10532,Talk in the Garden-3,Take out the prepared present for her
10533,Talk in the Garden-3,"I have no evidence, so I should take her hand"
10611,Goldfish Scooping-1,"Don't worry, it's an easy job, you just need to feed them on time and change the water for them regularly~"
10612,Goldfish Scooping-1,It is the first step that sounds troublesome. You just need to overcome this and there won't be any more problems.
10613,Goldfish Scooping-1,"Don't worry, I can keep them for you, you may come to my place to see them anytime."
10621,Goldfish Scooping-2,The Golden One
10622,Goldfish Scooping-2,The Red One
10623,Goldfish Scooping-2,The White One with Speckles
10631,Goldfish Scooping-3,"If there's only one goldfish in a fish tank, it will be really lonely."
10632,Goldfish Scooping-3,"Don't worry, we can take care of them together."
10633,Goldfish Scooping-3,"Don't worry about that too much. Goldfish have short lives, they'll die quickly with or without proper care~"
10711,Fried Noodles Booth-1,It's extremely delicious! I'm sure you will love the soy sauce flavor~
10712,Fried Noodles Booth-1,I assure you it tastes very nice! I hope you can believe me!
10713,Fried Noodles Booth-1,"In my opinion, it tastes real good. But I cannot guarantee you will also like it."
10721,Fried Noodles Booth-2,Soy Sauce
10722,Fried Noodles Booth-2,Seafood
10723,Fried Noodles Booth-2,Mustard
10731,Fried Noodles Booth-3,Stand in front of Giana
10732,Fried Noodles Booth-3,Protect Giana in my arms
10733,Fried Noodles Booth-3,Cover Giana with my bag
10811,Mask Store-1,But this is tempting me to get closer to you.
10812,Mask Store-1,"There's no reason to hide your beauty from others, don't be shy~"
10813,Mask Store-1,Don't mind the opinions of the others. You only need to follow your heart.
10821,Mask Store-2,We should choose carefully then~
10822,Mask Store-2,Couple?! Isn't it too early to talk about that?
10823,Mask Store-2,Couple?! But won't that bother you?
10831,Mask Store-3,Fox
10832,Mask Store-3,Tengu
10833,Mask Store-3,Hyottoko
10911,Fireworks Festival-1,Support her by her arm
10912,Fireworks Festival-1,Give her a piggyback ride
10913,Fireworks Festival-1,Offer her my shoes
