id,title,text
1,vip_awards,Reach the VIP Level to acquire:
2,vip_giftbox,Reach the VIP Level to purchase:
3,month_card_awards_show,Daily bonus for Monthly Pass holder:
4,gacha_box,Unlocks Golden Egg Capsule points
5,gamble,Unlocks Normal Slot Machine 10x Draw
7,partners_limit,Max Girls Capacity: +
8,extra_midas,Alchemy Coins Available: +
10,extra_output,"Bonus Auto-battle Coins, EXP, Juice: +"
11,pub_mission_num,Internship Quest limit:
12,battle_speed,Unlock 4x Speed in Battle
13,quiz_buy_times,Buy Quiz Limit: +
9,midas_buy_times,Alchemy Gem Purchase Limit:
14,travel_buy_time_limit,Bread Purchase Limit
6,gamble_up,Unlocks Super Slot Machine 10x Draw
