id,name,suit_name,skin_text
1011,Knight Sword,,
2011,Knight Armor,,
3011,Knight Shield,,
4011,Knight Dress,,
1012,Holy Knight Sword,,
2012,Holy Knight Armor,,
3012,Holy Knight Shield,,
4012,Holy Knight Dress,,
1021,Volleyball,,
2021,Athletic Shirt,,
3021,Athletic Headband,,
4021,Athletic Shorts,,
1022,Great Volleyball,,
2022,Great Athletic Shirt,,
3022,Great Athletic Headband,,
4022,Great Athletic Shorts,,
1031,Beach Gun,,
2031,Beach Bikini,,
3031,Beach Hat,,
4031,Beach Swim Shorts,,
1032,Great Beach Water Gun,,
2032,Great Beach Bikini,,
3032,Great Beach Hat,,
4032,Great Swim Shorts,,
1033,Advance Beach Water Gun,,
2033,Advance Beach Bikini,,
3033,Advance Beach Hat,,
4033,Advance Beach Swim Shorts,,
1041,School Textbook,,
2041,School Uniform,,
3041,School Tie,,
4041,School Skirt,,
1042,Shiny School Textbook,,
2042,Shiny School Uniform,,
3042,Shiny School Tie,,
4042,Shiny School Skirt,,
1043,Carrot,Bunny Set,
2043,Bunny Suit,Bunny Set,
3043,Bunny Ears,Bunny Set,
4043,Bunny Shoes,Bunny Set,
1044,Advance Bunny Carrot,Advance Bunny Set,
2044,Advance Bunny Suit,Advance Bunny Set,
3044,Advance Bunny Ear,Advance Bunny Set,
4044,Advance Bunny Shoes,Advance Bunny Set,
1051,Guitar,Singer Set,
2051,Concert Outfit,Singer Set,
3051,White Headphones,Singer Set,
4051,Punk Shoes,Singer Set,
1052,Cake,Maid Set,
2052,Maid Apron,Maid Set,
3052,Maid Headpiece,Maid Set,
4052,Maid Shoes,Maid Set,
1053,Adventure Backpack,Adventure Set,
2053,Adventure Suit,Adventure Set,
3053,Adventure Sunglasses,Adventure Set,
4053,Adventure Shorts,Adventure Set,
1054,Magic Broom,Magic Set,
2054,Magic Dress,Magic Set,
3054,Magic Hat,Magic Set,
4054,Magic Boots,Magic Set,
1061,Feather Fan,Wafuu Set,
2061,Kimono,Wafuu Set,
3061,Flower Tie,Wafuu Set,
4061,Geta Sandals,Wafuu Set,
1062,Classic Umbrella,Classic Set,
2062,Classic Dress,Classic Set,
3062,Classic Hairpin,Classic Set,
4062,Classic Shoes,Classic Set,
1063,Teddy Bear,Princess Set,
2063,Princess Dress,Princess Set,
3063,Princess Crown,Princess Set,
4063,Princess Shoes,Princess Set,
1064,Electronic Sword,Electronic Set,
2064,Electronic Suit,Electronic Set,
3064,Electronic Glasses,Electronic Set,
4064,Electronic Shoes,Electronic Set,
1065,Demonic Sickle,Demonic Set,
2065,Demonic Suit,Demonic Set,
3065,Demonic Hair Band,Demonic Set,
4065,Demonic Boots,Demonic Set,
1066,Angelic Wand,Angelic Set,
2066,Angelic Dress,Angelic Set,
3066,Angelic Flower Knot,Angelic Set,
4066,Angelic Wings,Angelic Set,
1999,Special Gear1,Special Gear1,
2999,Special Gear2,Special Gear2,
3999,Special Gear3,Special Gear3,
4999,Special Gear4,Special Gear4,
5101,Blue Crystal,,
5102,Blue Crystal,,
5103,Blue Crystal,,
5104,Blue Crystal,,
5105,Blue Crystal,,
5106,Blue Crystal,,
5107,Blue Crystal,,
5108,Blue Crystal,,
5109,Blue Crystal,,
5110,Blue Crystal,,
5111,Blue Crystal,,
5112,Blue Crystal,,
5113,Blue Crystal,,
5114,Blue Crystal,,
5115,Blue Crystal,,
5116,Blue Crystal,,
5201,Yellow Crystal,,
5202,Yellow Crystal,,
5203,Yellow Crystal,,
5204,Yellow Crystal,,
5205,Yellow Crystal,,
5206,Yellow Crystal,,
5207,Yellow Crystal,,
5208,Yellow Crystal,,
5209,Yellow Crystal,,
5210,Yellow Crystal,,
5211,Yellow Crystal,,
5212,Yellow Crystal,,
5213,Yellow Crystal,,
5214,Yellow Crystal,,
5215,Yellow Crystal,,
5216,Yellow Crystal,,
5301,Rune Crystal,,
5302,Rune Crystal,,
5303,Rune Crystal,,
5304,Rune Crystal,,
5305,Rune Crystal,,
5306,Rune Crystal,,
5307,Rune Crystal,,
5308,Rune Crystal,,
5309,Rune Crystal,,
5310,Rune Crystal,,
5311,Rune Crystal,,
5312,Rune Crystal,,
5313,Rune Crystal,,
5314,Rune Crystal,,
5315,Rune Crystal,,
5316,Rune Crystal,,
5317,Rune Crystal,,
5318,Rune Crystal,,
5319,Rune Crystal,,
5320,Rune Crystal,,
5321,Rune Crystal,,
5322,Rune Crystal,,
5323,Rune Crystal,,
5324,Rune Crystal,,
5401,Paradise Crystal,,
5402,Paradise Crystal,,
5403,Paradise Crystal,,
5404,Paradise Crystal,,
5405,Paradise Crystal,,
5406,Paradise Crystal,,
5407,Paradise Crystal,,
5408,Paradise Crystal,,
5409,Paradise Crystal,,
5410,Paradise Crystal,,
5411,Paradise Crystal,,
5412,Paradise Crystal,,
5413,Paradise Crystal,,
5414,Paradise Crystal,,
5415,Paradise Crystal,,
5416,Paradise Crystal,,
5417,Paradise Crystal,,
5418,Paradise Crystal,,
5419,Paradise Crystal,,
5420,Paradise Crystal,,
5421,Paradise Crystal,,
5422,Paradise Crystal,,
5423,Paradise Crystal,,
5424,Paradise Crystal,,
5501,Agate Crystal,,
5502,Agate Crystal,,
5503,Agate Crystal,,
5504,Agate Crystal,,
5505,Agate Crystal,,
5506,Agate Crystal,,
5507,Agate Crystal,,
5508,Agate Crystal,,
5509,Agate Crystal,,
5510,Agate Crystal,,
5511,Agate Crystal,,
5512,Agate Crystal,,
5513,Agate Crystal,,
5514,Agate Crystal,,
5515,Agate Crystal,,
5516,Agate Crystal,,
5517,Agate Crystal,,
5518,Agate Crystal,,
5519,Agate Crystal,,
5520,Agate Crystal,,
5521,Agate Crystal,,
5522,Agate Crystal,,
5523,Agate Crystal,,
5524,Agate Crystal,,
5525,Agate Crystal,,
5526,Agate Crystal,,
5527,Agate Crystal,,
5528,Agate Crystal,,
5529,Agate Crystal,,
5530,Agate Crystal,,
5531,Agate Crystal,,
5532,Agate Crystal,,
5533,Agate Crystal,,
5534,Agate Crystal,,
5535,Agate Crystal,,
5536,Agate Crystal,,
5537,Agate Crystal,,
5538,Agate Crystal,,
5539,Agate Crystal,,
5540,Agate Crystal,,
5541,Agate Crystal,,
5542,Agate Crystal,,
5543,Agate Crystal,,
5544,Agate Crystal,,
5545,Agate Crystal,,
5546,Agate Crystal,,
5601,Dragon Jade,,
5602,Dragon Jade,,
5603,Dragon Jade,,
5604,Dragon Jade,,
5605,Dragon Jade,,
5606,Dragon Jade,,
5607,Dragon Jade,,
5608,Dragon Jade,,
5609,Dragon Jade,,
5610,Dragon Jade,,
5611,Dragon Jade,,
5612,Dragon Jade,,
5613,Dragon Jade,,
5614,Dragon Jade,,
5615,Dragon Jade,,
5616,Dragon Jade,,
5617,Dragon Jade,,
5618,Dragon Jade,,
5619,Dragon Jade,,
5620,Dragon Jade,,
5621,Dragon Jade,,
5622,Dragon Jade,,
5623,Dragon Jade,,
5624,Dragon Jade,,
5625,Dragon Jade,,
5626,Dragon Jade,,
5627,Dragon Jade,,
5628,Dragon Jade,,
5629,Dragon Jade,,
5630,Dragon Jade,,
5631,Dragon Jade,,
5632,Dragon Jade,,
5633,Dragon Jade,,
5634,Dragon Jade,,
5635,Dragon Jade,,
5636,Dragon Jade,,
5637,Dragon Jade,,
5638,Dragon Jade,,
5639,Dragon Jade,,
5640,Dragon Jade,,
6000,Afterglow,,
6001,Chalk,,
6002,Stool,,
6003,Evil Machete,,
6004,Alarm Lamp,,
6005,Magic Guide Book,,
6006,Chalk,,
6007,Stool,,
6008,Evil Machete,,
6009,Alarm Lamp,,
6010,Magic Guide Book,,
6011,Chalk,,
6012,Stool,,
6013,Evil Machete,,
6014,Alarm Lamp,,
6015,Magic Guide Book,,
6016,Chalk,,
6017,Stool,,
6018,Evil Machete,,
6019,Alarm Lamp,,
6020,Magic Guide Book,,
6021,Golden Cube,,
6022,Silver Crown,,
6023,Witch Curse,,
6024,Universal Bag,,
6025,Advance Magic Guide,,
6026,Golden Cube,,
6027,Silver Crown,,
6028,Witch Curse,,
6029,Universal Bag,,
6030,Advance Magic Guide,,
6031,Golden Cube,,
6032,Silver Crown,,
6033,Witch Curse,,
6034,Universal Bag,,
6035,Advance Magic Guide,,
6036,Golden Cube,,
6037,Silver Crown,,
6038,Witch Curse,,
6039,Universal Bag,,
6040,Advance Magic Guide,,
6041,Clover,,
6042,Slingshot,,
6043,Kiss of Snow,,
6044,Black Belt,,
6045,Judo Headband,,
6046,Clover,,
6047,Slingshot,,
6048,Kiss of Snow,,
6049,Black Belt,,
6050,Judo Headband,,
6051,Clover,,
6052,Slingshot,,
6053,Kiss of Snow,,
6054,Black Belt,,
6055,Judo Headband,,
6056,Clover,,
6057,Slingshot,,
6058,Kiss of Snow,,
6059,Black Belt,,
6060,Judo Headband,,
6061,Clover,,
6062,Slingshot,,
6063,Kiss of Snow,,
6064,Black Belt,,
6065,Judo Headband,,
6066,Baseball Bat,,
6067,Katana,,
6068,Seals Book,,
6069,Dragon Teeth,,
6070,Oil Tank,,
6071,Leather Shoes,,
6072,Baseball Bat,,
6073,Katana,,
6074,Seals Book,,
6075,Dragon Teeth,,
6076,Oil Tank,,
6077,Leather Shoes,,
6078,Baseball Bat,,
6079,Katana,,
6080,Seals Book,,
6081,Dragon Teeth,,
6082,Oil Tank,,
6083,Leather Shoes,,
6084,Baseball Bat,,
6085,Katana,,
6086,Seals Book,,
6087,Dragon Teeth,,
6088,Oil Tank,,
6089,Leather Shoes,,
6090,Baseball Bat,,
6091,Katana,,
6092,Seals Book,,
6093,Dragon Teeth,,
6094,Oil Tank,,
6095,Leather Shoes,,
6096,Angel Twig,,
6097,Flame Feather,,
6098,Demonic Blade,,
6099,Lighting Rune,,
6100,Brave Heart,,
6101,Lace Stockings,,
6102,Cherry Blossoms,,
6103,Dancing Mask,,
6104,Poker Queen,,
6105,Axe of Snow,,
6106,Christmas Tree,,
6107,Thunder Heart,,
6108,Super Potion,,
6109,Soul Pendant,,
6110,Gabriel's Song,,
6111,Demonic Book,,
6112,Fate Cross,,
6113,Fairy Crown,,
6114,Cat Hood,,
6115,Hosiery,,
6116,Beach Volleyball,,
6117,Heart Earring,,
6118,Angel Twig,,
6119,Flame Feather,,
6120,Demonic Blade,,
6121,Lighting Rune,,
6122,Brave Heart,,
6123,Lace Stockings,,
6124,Cherry Blossoms,,
6125,Dancing Mask,,
6126,Poker Queen,,
6127,Axe of Snow,,
6128,Christmas Tree,,
6129,Thunder Heart,,
6130,Super Potion,,
6131,Soul Pendant,,
6132,Gabriel's Song,,
6133,Demonic Book,,
6134,Fate Cross,,
6135,Fairy Crown,,
6136,Cat Hood,,
6137,Hosiery,,
6138,Beach Volleyball,,
6139,Heart Earring,,
6140,Angel Twig,,
6141,Flame Feather,,
6142,Demonic Blade,,
6143,Lighting Rune,,
6144,Brave Heart,,
6145,Lace Stockings,,
6146,Cherry Blossoms,,
6147,Dancing Mask,,
6148,Poker Queen,,
6149,Axe of Snow,,
6150,Christmas Tree,,
6151,Thunder Heart,,
6152,Super Potion,,
6153,Soul Pendant,,
6154,Gabriel's Song,,
6155,Demonic Book,,
6156,Fate Cross,,
6157,Fairy Crown,,
6158,Cat Hood,,
6159,Hosiery,,
6160,Beach Volleyball,,
6161,Heart Earring,,
6162,Angel Twig,,
6163,Flame Feather,,
6164,Demonic Blade,,
6165,Lighting Rune,,
6166,Brave Heart,,
6167,Lace Stockings,,
6168,Cherry Blossoms,,
6169,Dancing Mask,,
6170,Poker Queen,,
6171,Axe of Snow,,
6172,Christmas Tree,,
6173,Thunder Heart,,
6174,Super Potion,,
6175,Soul Pendant,,
6176,Gabriel's Song,,
6177,Demonic Book,,
6178,Fate Cross,,
6179,Fairy Crown,,
6180,Cat Hood,,
6181,Hosiery,,
6182,Beach Volleyball,,
6183,Heart Earring,,
6184,Angel Twig,,
6185,Flame Feather,,
6186,Demonic Blade,,
6187,Lighting Rune,,
6188,Brave Heart,,
6189,Lace Stockings,,
6190,Cherry Blossoms,,
6191,Dancing Mask,,
6192,Poker Queen,,
6193,Axe of Snow,,
6194,Christmas Tree,,
6195,Thunder Heart,,
6196,Super Potion,,
6197,Soul Pendant,,
6198,Gabriel's Song,,
6199,Demonic Book,,
