id,next_id,select_next_ids,select,plot,name,image_path,type,res_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_pos,face_scale,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
1,2,,,-1,-1,mapBg01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,,,,-1,mapBg01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,,,,-1,mapBg01,0,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,-1,mapBg01,0,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,,,,-1,mapBg01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,,,,,mapBg01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,,,,-1,mapBg01,0,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,,,,*,mapBg01,2,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,,,,-1,mapBg01,0,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,,,,*,mapBg01,2,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,,,,-1,mapBg01,0,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,,,,*,mapBg01,2,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
13,14,,,,-1,mapBg01,0,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,,,,-1,mapBg01,0,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,,,,-1,mapBg01,0,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,,,,*,mapBg01,2,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,,,,-1,mapBg01,0,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,,,,-1,mapBg01,0,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,,,,*,mapBg01,2,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20,21,,,,-1,mapBg01,0,partner_picture_752008,,,,,,,,,,1,0|0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,,,,,school_festivity,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,,,,,school_festivity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,,,,-1,school_festivity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,,,,-1,school_festivity,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,,,,-1,school_festivity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,,,,-1,school_festivity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,,,,-1,school_festivity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,,,,*,school_festivity,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,,,,*,school_festivity,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
