id,map_id,cell_xy,cell_type,def_unlock,cell_content,is_main,is_point,cell_img,cell_name
1,5,1|1,0,,,0,,,
2,5,1|2,0,,,0,,,
3,5,1|3,0,,,0,,,
4,5,1|4,0,,,0,,,
5,5,1|5,4,,1,0,,,
6,5,1|6,5,,1001,1,,,
7,5,1|7,0,,,0,,,
8,5,1|8,0,,,0,,,
9,5,1|9,0,,,0,,,
10,5,1|10,0,,,0,,,
11,5,2|1,0,,,0,,,
12,5,2|2,0,,,0,,,
13,5,2|3,0,,,0,,,
14,5,2|4,0,,,0,,,
15,5,2|5,3,,1,1,,,
16,5,2|6,2,,1,1,,,
17,5,2|7,4,,2,0,,,
18,5,2|8,0,,,0,,,
19,5,2|9,0,,,0,,,
20,5,2|10,0,,,0,,,
21,5,3|1,0,,,0,,,
22,5,3|2,4,,3,0,,,
23,5,3|3,2,,2,0,,,
24,5,3|4,2,,3,1,,,
25,5,3|5,0,,,0,,,
26,5,3|6,0,,,0,,,
27,5,3|7,2,,4,0,,,
28,5,3|8,3,,2,0,,,
29,5,3|9,2,,5,0,,,
30,5,3|10,0,,,0,,,
31,5,4|1,0,,,0,,,
32,5,4|2,3,,3,0,,,
33,5,4|3,0,,,0,,,
34,5,4|4,4,,4,1,,,
35,5,4|5,4,,5,0,,,
36,5,4|6,2,,6,0,,,
37,5,4|7,3,,4,0,,,
38,5,4|8,4,,6,0,,,
39,5,4|9,0,,,0,,,
40,5,4|10,3,,5,0,,,
41,5,5|1,4,,7,0,,,
42,5,5|2,2,,7,0,,,
43,5,5|3,2,,8,1,,,
44,5,5|4,0,,,0,,,
45,5,5|5,0,,,0,,,
46,5,5|6,0,,,0,,,
47,5,5|7,0,,,0,,,
48,5,5|8,3,,6,0,,,
49,5,5|9,4,,8,0,,,
50,5,5|10,2,,9,0,,,
51,5,6|1,0,,,0,,,
52,5,6|2,0,,,0,,,
53,5,6|3,3,,7,1,,,
54,5,6|4,4,,9,0,,,
55,5,6|5,2,,10,0,,,
56,5,6|6,3,,8,0,,,
57,5,6|7,2,,11,0,,,
58,5,6|8,4,,10,0,,,
59,5,6|9,3,,9,0,,,
60,5,6|10,0,,,0,,,
61,5,7|1,0,,,0,,,
62,5,7|2,2,,12,1,,,
63,5,7|3,0,,,0,,,
64,5,7|4,0,,,0,,,
65,5,7|5,0,,,0,,,
66,5,7|6,0,,,0,,,
67,5,7|7,0,,,0,,,
68,5,7|8,0,,,0,,,
69,5,7|9,0,,,0,,,
70,5,7|10,0,,,0,,,
71,5,8|1,0,,,0,,,
72,5,8|2,3,,10,0,,,
73,5,8|3,4,,11,1,,,
74,5,8|4,4,,12,0,,,
75,5,8|5,2,,13,0,,,
76,5,8|6,3,,11,0,,,
77,5,8|7,3,,12,0,,,
78,5,8|8,4,,13,0,,,
79,5,8|9,2,,14,0,,,
80,5,8|10,4,,14,0,,,
81,5,9|1,4,,15,0,,,
82,5,9|2,2,,15,0,,,
83,5,9|3,2,,16,1,,,
84,5,9|4,3,,13,1,,,
85,5,9|5,2,,17,1,,,
86,5,9|6,4,,16,1,,,
87,5,9|7,2,,18,1,,,
88,5,9|8,3,,14,1,,,
89,5,9|9,2,,19,1,,,
90,5,9|10,4,,17,0,,,
91,5,10|1,0,,,0,,,
92,5,10|2,2,,20,0,,,
93,5,10|3,3,,15,0,,,
94,5,10|4,4,,18,0,,,
95,5,10|5,4,,19,0,,,
96,5,10|6,2,,21,0,,,
97,5,10|7,3,,16,0,,,
98,5,10|8,2,,22,0,,,
99,5,10|9,3,,17,0,,,
100,5,10|10,1,1,,0,,,
101,1,1|1,0,,,0,,,
102,1,1|2,0,,,0,,,
103,1,1|3,0,,,0,,,
104,1,1|4,0,,,0,,,
105,1,1|5,5,,2001,1,,,
106,1,1|6,0,,,0,,,
