id,next_id,select_next_ids,select,plot,name,image_path,is_memory,res_path,scale,partner_picture_xy,type,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,map_swap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_pos,face_scale,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale
101101,101102,,,-1,*,market_scene4,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101102,101103,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101103,101104,,,,*,market_scene4,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101104,101105,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101105,-1,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101106,-1,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101107,-1,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101108,-1,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101201,101202,,,-1,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101202,101203,,,,*,market_scene4,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101203,101204,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101204,101205,,,,*,market_scene4,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101205,-1,,,,-1,market_scene4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101206,-1,,,,-1,market_scene4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101207,-1,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101208,-1,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101301,101302,,,-1,*,market_scene4,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101302,101303,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101303,101304,,,,*,market_scene4,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101304,101305,,,,*,market_scene4,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101305,-1,,,,-1,market_scene4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101306,-1,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101307,101308,,,,-1,market_scene4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101308,-1,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101309,101310,,,,*,market_scene4,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101310,-1,,,,-1,market_scene4,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102101,102102,,,-1,*,market_scene1,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102102,102103,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102103,102104,,,,*,market_scene1,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102104,102105,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102105,102106,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102106,-1,,,,*,market_scene1,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102107,102108,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102108,-1,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102109,102110,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102110,102111,,,,*,market_scene1,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102111,-1,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102112,-1,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102201,102202,,,-1,*,market_scene1,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102202,102203,,,,*,market_scene1,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102203,-1,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102204,-1,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102205,102206,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102206,-1,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102207,102208,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102208,-1,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102301,102302,,,-1,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102302,102303,,,,*,market_scene1,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102303,-1,,,,*,market_scene1,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102304,102305,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102305,-1,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102306,102307,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102307,-1,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102308,-1,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103101,103102,,,-1,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103102,103103,,,,*,market_scene7,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103103,103104,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103104,-1,,,,*,market_scene7,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103105,-1,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103106,-1,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103107,103108,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103108,-1,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103201,103202,,,-1,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103202,103203,,,,*,market_scene7,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103203,-1,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103204,103205,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103205,-1,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103206,-1,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103207,-1,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103301,103302,,,-1,-1,market_scene7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103302,103303,,,,-1,market_scene7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103303,103304,,,,*,market_scene7,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103304,103305,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103305,103306,,,,*,market_scene7,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103306,-1,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103307,-1,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103308,-1,,,,-1,market_scene7,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103309,-1,,,,-1,market_scene7,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104101,104102,,,-1,-1,market_scene1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104102,104103,,,,-1,market_scene1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104103,104104,,,,*,market_scene1,,partner_picture_ganfuren_date,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104104,104105,,,,-1,market_scene1,,partner_picture_ganfuren_date,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
