id,star,group,job,icon,icon_frame
31999,3,1,0,icon_940003,hero_frame_png|hero_group_png
32999,3,2,0,icon_940003,hero_frame_png|hero_group_png
33999,3,3,0,icon_940003,hero_frame_png|hero_group_png
34999,3,4,0,icon_940003,hero_frame_png|hero_group_png
35999,3,5,0,icon_940003,hero_frame_png|hero_group_png
36999,3,6,0,icon_940003,hero_frame_png|hero_group_png
39999,3,0,0,icon_940003,hero_frame_png|hero_group_png
41999,4,1,0,icon_940001,hero_frame_png|hero_group_png
42999,4,2,0,icon_940001,hero_frame_png|hero_group_png
43999,4,3,0,icon_940001,hero_frame_png|hero_group_png
44999,4,4,0,icon_940001,hero_frame_png|hero_group_png
45999,4,5,0,icon_940001,hero_frame_png|hero_group_png
46999,4,6,0,icon_940001,hero_frame_png|hero_group_png
49999,4,0,0,icon_940001,hero_frame_png|hero_group_png
51999,5,1,0,icon_940002,hero_frame_png|hero_group_png
52999,5,2,0,icon_940002,hero_frame_png|hero_group_png
53999,5,3,0,icon_940002,hero_frame_png|hero_group_png
54999,5,4,0,icon_940002,hero_frame_png|hero_group_png
55999,5,5,0,icon_940002,hero_frame_png|hero_group_png
56999,5,6,0,icon_940002,hero_frame_png|hero_group_png
59999,5,0,0,icon_940002,hero_frame_png|hero_group_png
61999,6,1,0,icon_940002,hero_frame_png|hero_group_png
62999,6,2,0,icon_940002,hero_frame_png|hero_group_png
63999,6,3,0,icon_940002,hero_frame_png|hero_group_png
64999,6,4,0,icon_940002,hero_frame_png|hero_group_png
65999,6,5,0,icon_940002,hero_frame_png|hero_group_png
66999,6,6,0,icon_940002,hero_frame_png|hero_group_png
69999,6,0,0,icon_940002,hero_frame_png|hero_group_png
71999,7,1,0,icon_940002,hero_frame_png|hero_group_png
72999,7,2,0,icon_940002,hero_frame_png|hero_group_png
73999,7,3,0,icon_940002,hero_frame_png|hero_group_png
74999,7,4,0,icon_940002,hero_frame_png|hero_group_png
75999,7,5,0,icon_940002,hero_frame_png|hero_group_png
76999,7,6,0,icon_940002,hero_frame_png|hero_group_png
79999,7,0,0,icon_940002,hero_frame_png|hero_group_png
81999,8,1,0,icon_940002,hero_frame_png|hero_group_png
82999,8,2,0,icon_940002,hero_frame_png|hero_group_png
83999,8,3,0,icon_940002,hero_frame_png|hero_group_png
84999,8,4,0,icon_940002,hero_frame_png|hero_group_png
85999,8,5,0,icon_940002,hero_frame_png|hero_group_png
86999,8,6,0,icon_940002,hero_frame_png|hero_group_png
89999,8,0,0,icon_940002,hero_frame_png|hero_group_png
91999,9,1,0,icon_940002,hero_frame_png|hero_group_png
92999,9,2,0,icon_940002,hero_frame_png|hero_group_png
93999,9,3,0,icon_940002,hero_frame_png|hero_group_png
94999,9,4,0,icon_940002,hero_frame_png|hero_group_png
95999,9,5,0,icon_940002,hero_frame_png|hero_group_png
96999,9,6,0,icon_940002,hero_frame_png|hero_group_png
99999,9,0,0,icon_940002,hero_frame_png|hero_group_png
31199,3,1,1,icon_940003,hero_frame_png|hero_group_png
32199,3,2,1,icon_940003,hero_frame_png|hero_group_png
33199,3,3,1,icon_940003,hero_frame_png|hero_group_png
34199,3,4,1,icon_940003,hero_frame_png|hero_group_png
35199,3,5,1,icon_940003,hero_frame_png|hero_group_png
36199,3,6,1,icon_940003,hero_frame_png|hero_group_png
39199,3,0,1,icon_940003,hero_frame_png|hero_group_png
41199,4,1,1,icon_940001,hero_frame_png|hero_group_png
42199,4,2,1,icon_940001,hero_frame_png|hero_group_png
43199,4,3,1,icon_940001,hero_frame_png|hero_group_png
44199,4,4,1,icon_940001,hero_frame_png|hero_group_png
45199,4,5,1,icon_940001,hero_frame_png|hero_group_png
46199,4,6,1,icon_940001,hero_frame_png|hero_group_png
49199,4,0,1,icon_940001,hero_frame_png|hero_group_png
51199,5,1,1,icon_940002,hero_frame_png|hero_group_png
52199,5,2,1,icon_940002,hero_frame_png|hero_group_png
53199,5,3,1,icon_940002,hero_frame_png|hero_group_png
54199,5,4,1,icon_940002,hero_frame_png|hero_group_png
55199,5,5,1,icon_940002,hero_frame_png|hero_group_png
56199,5,6,1,icon_940002,hero_frame_png|hero_group_png
59199,5,0,1,icon_940002,hero_frame_png|hero_group_png
61199,6,1,1,icon_940002,hero_frame_png|hero_group_png
62199,6,2,1,icon_940002,hero_frame_png|hero_group_png
63199,6,3,1,icon_940002,hero_frame_png|hero_group_png
64199,6,4,1,icon_940002,hero_frame_png|hero_group_png
65199,6,5,1,icon_940002,hero_frame_png|hero_group_png
66199,6,6,1,icon_940002,hero_frame_png|hero_group_png
69199,6,0,1,icon_940002,hero_frame_png|hero_group_png
71199,7,1,1,icon_940002,hero_frame_png|hero_group_png
72199,7,2,1,icon_940002,hero_frame_png|hero_group_png
73199,7,3,1,icon_940002,hero_frame_png|hero_group_png
74199,7,4,1,icon_940002,hero_frame_png|hero_group_png
75199,7,5,1,icon_940002,hero_frame_png|hero_group_png
76199,7,6,1,icon_940002,hero_frame_png|hero_group_png
79199,7,0,1,icon_940002,hero_frame_png|hero_group_png
81199,8,1,1,icon_940002,hero_frame_png|hero_group_png
82199,8,2,1,icon_940002,hero_frame_png|hero_group_png
83199,8,3,1,icon_940002,hero_frame_png|hero_group_png
84199,8,4,1,icon_940002,hero_frame_png|hero_group_png
85199,8,5,1,icon_940002,hero_frame_png|hero_group_png
86199,8,6,1,icon_940002,hero_frame_png|hero_group_png
89199,8,0,1,icon_940002,hero_frame_png|hero_group_png
91199,9,1,1,icon_940002,hero_frame_png|hero_group_png
92199,9,2,1,icon_940002,hero_frame_png|hero_group_png
93199,9,3,1,icon_940002,hero_frame_png|hero_group_png
94199,9,4,1,icon_940002,hero_frame_png|hero_group_png
95199,9,5,1,icon_940002,hero_frame_png|hero_group_png
96199,9,6,1,icon_940002,hero_frame_png|hero_group_png
99199,9,0,1,icon_940002,hero_frame_png|hero_group_png
31299,3,1,2,icon_940003,hero_frame_png|hero_group_png
32299,3,2,2,icon_940003,hero_frame_png|hero_group_png
33299,3,3,2,icon_940003,hero_frame_png|hero_group_png
34299,3,4,2,icon_940003,hero_frame_png|hero_group_png
35299,3,5,2,icon_940003,hero_frame_png|hero_group_png
36299,3,6,2,icon_940003,hero_frame_png|hero_group_png
39299,3,0,2,icon_940003,hero_frame_png|hero_group_png
41299,4,1,2,icon_940001,hero_frame_png|hero_group_png
42299,4,2,2,icon_940001,hero_frame_png|hero_group_png
43299,4,3,2,icon_940001,hero_frame_png|hero_group_png
44299,4,4,2,icon_940001,hero_frame_png|hero_group_png
45299,4,5,2,icon_940001,hero_frame_png|hero_group_png
46299,4,6,2,icon_940001,hero_frame_png|hero_group_png
49299,4,0,2,icon_940001,hero_frame_png|hero_group_png
51299,5,1,2,icon_940002,hero_frame_png|hero_group_png
52299,5,2,2,icon_940002,hero_frame_png|hero_group_png
53299,5,3,2,icon_940002,hero_frame_png|hero_group_png
54299,5,4,2,icon_940002,hero_frame_png|hero_group_png
55299,5,5,2,icon_940002,hero_frame_png|hero_group_png
56299,5,6,2,icon_940002,hero_frame_png|hero_group_png
59299,5,0,2,icon_940002,hero_frame_png|hero_group_png
61299,6,1,2,icon_940002,hero_frame_png|hero_group_png
62299,6,2,2,icon_940002,hero_frame_png|hero_group_png
63299,6,3,2,icon_940002,hero_frame_png|hero_group_png
64299,6,4,2,icon_940002,hero_frame_png|hero_group_png
65299,6,5,2,icon_940002,hero_frame_png|hero_group_png
66299,6,6,2,icon_940002,hero_frame_png|hero_group_png
69299,6,0,2,icon_940002,hero_frame_png|hero_group_png
71299,7,1,2,icon_940002,hero_frame_png|hero_group_png
72299,7,2,2,icon_940002,hero_frame_png|hero_group_png
73299,7,3,2,icon_940002,hero_frame_png|hero_group_png
74299,7,4,2,icon_940002,hero_frame_png|hero_group_png
75299,7,5,2,icon_940002,hero_frame_png|hero_group_png
76299,7,6,2,icon_940002,hero_frame_png|hero_group_png
79299,7,0,2,icon_940002,hero_frame_png|hero_group_png
81299,8,1,2,icon_940002,hero_frame_png|hero_group_png
82299,8,2,2,icon_940002,hero_frame_png|hero_group_png
83299,8,3,2,icon_940002,hero_frame_png|hero_group_png
84299,8,4,2,icon_940002,hero_frame_png|hero_group_png
85299,8,5,2,icon_940002,hero_frame_png|hero_group_png
86299,8,6,2,icon_940002,hero_frame_png|hero_group_png
89299,8,0,2,icon_940002,hero_frame_png|hero_group_png
91299,9,1,2,icon_940002,hero_frame_png|hero_group_png
92299,9,2,2,icon_940002,hero_frame_png|hero_group_png
93299,9,3,2,icon_940002,hero_frame_png|hero_group_png
94299,9,4,2,icon_940002,hero_frame_png|hero_group_png
95299,9,5,2,icon_940002,hero_frame_png|hero_group_png
96299,9,6,2,icon_940002,hero_frame_png|hero_group_png
99299,9,0,2,icon_940002,hero_frame_png|hero_group_png
31399,3,1,3,icon_940003,hero_frame_png|hero_group_png
32399,3,2,3,icon_940003,hero_frame_png|hero_group_png
33399,3,3,3,icon_940003,hero_frame_png|hero_group_png
34399,3,4,3,icon_940003,hero_frame_png|hero_group_png
35399,3,5,3,icon_940003,hero_frame_png|hero_group_png
36399,3,6,3,icon_940003,hero_frame_png|hero_group_png
39399,3,0,3,icon_940003,hero_frame_png|hero_group_png
41399,4,1,3,icon_940001,hero_frame_png|hero_group_png
42399,4,2,3,icon_940001,hero_frame_png|hero_group_png
43399,4,3,3,icon_940001,hero_frame_png|hero_group_png
44399,4,4,3,icon_940001,hero_frame_png|hero_group_png
45399,4,5,3,icon_940001,hero_frame_png|hero_group_png
46399,4,6,3,icon_940001,hero_frame_png|hero_group_png
49399,4,0,3,icon_940001,hero_frame_png|hero_group_png
51399,5,1,3,icon_940002,hero_frame_png|hero_group_png
52399,5,2,3,icon_940002,hero_frame_png|hero_group_png
53399,5,3,3,icon_940002,hero_frame_png|hero_group_png
54399,5,4,3,icon_940002,hero_frame_png|hero_group_png
55399,5,5,3,icon_940002,hero_frame_png|hero_group_png
56399,5,6,3,icon_940002,hero_frame_png|hero_group_png
59399,5,0,3,icon_940002,hero_frame_png|hero_group_png
61399,6,1,3,icon_940002,hero_frame_png|hero_group_png
62399,6,2,3,icon_940002,hero_frame_png|hero_group_png
63399,6,3,3,icon_940002,hero_frame_png|hero_group_png
