id,name,brief,desc,name1,type,type_config,qlt,group,is_economy,stack_limit,level,icon,light_effect,gift_id,is_auto_open,equip,pub_scroll_type,partner_cost,treasure_cost,get_ways,go_window,getway_item,dropbox_show,is_sell,sell_price,summon_id,show_in_bag,show_bag_type,filter_type,show_in_forge,skin_id,collection_id,para,avatar_frame_effect,effect_mask,dress_id
1,-1,-1,-1,-1,1,1001,3,,1,,1,icon_1,,,,,,,,,,,,,,,0,,,,,,,,,
2,-1,-1,-1,-1,1,1001,4,,1,,1,icon_2,,,,,,,,,,,,,,,0,,,,,,,,,
3,EXP,-1,-1,EXP,1,1001,3,,0,,1,icon_3,,,,,,,,,,,,,,,0,,,,,,,,,
4,-1,-1,-1,-1,1,,4,,1,,1,icon_4,,,,,,,,92|93|94|95,22,,,,,,1,2,1,,,,,,,
5,-1,-1,-1,-1,1,,3,,0,,1,icon_5,,,,,,,,,,,,,,,0,,,,,,,,,
6,-1,-1,-1,-1,1,,3,,0,,1,icon_6,,,,,,,,23,11,,,,,,1,2,1,,,,,,,
7,-1,-1,-1,-1,1,,4,,0,,1,icon_7,,,,,,,,21,9,,,,,,1,2,1,,,,,,,
8,-1,-1,,-1,1,1001,1,,1,,1,icon_8,,,,,,,,,,,,,,,0,,,,,,,,,
9,-1,-1,-1,-1,1,1001,3,,0,,1,icon_9,,,,,,,,2|4|14|25|21,,,,,,,1,2,1,,,,,,,
10,-1,-1,-1,-1,1,1001,3,,0,,1,icon_10,,,,,,,,2|6|10|25|122|21,,,,,,,1,2,1,,,,,,,
11,-1,-1,-1,-1,1,,3,,0,1000,1,icon_11,,,,,,,,,,,,,,,0,,,,,,,,,
12,-1,-1,,-1,1,,1,,0,,1,icon_12,,,,,,,,,,,,,,,0,,,,,,,,,
13,-1,-1,-1,-1,1,,3,,0,,1,icon_13,,,,,,,,,,,,,,,0,,,,,,,,,
14,-1,-1,-1,-1,1,1001,3,,0,,1,icon_14,,,,,,,,2|6|4|5|70,,,,,,,1,2,1,,,,,,,
15,-1,-1,-1,-1,1,,4,,0,,1,icon_15,,,,,,,,12,27,,,,,,1,2,1,,,,,,,
16,-1,-1,-1,-1,1,,4,,0,,1,icon_16,,,,,,,,5|28,29,,,,,,1,2,1,,,,,,,
17,-1,-1,-1,-1,14,,5,,0,,1,icon_17,,,,,,,,,,,,,,,0,,,,,,,,,
18,-1,-1,-1,-1,1,,3,,0,,1,icon_18,,,,,,,,,,,,,,,0,,,,,,,,,
19,-1,-1,-1,-1,1,,4,,0,,1,icon_19,,,,,,,,2|3|8|29,8,,,,,,1,2,1,,,,,,,
20,-1,-1,-1,-1,1,1001,5,,0,,1,icon_20,,,,,,,,2|3|24|29,8,,,,,,1,2,1,,,,,,,
22,-1,-1,-1,-1,14,,5,,0,,1,icon_22,,,,,,,,,,,,,,,0,,,,,,,,,
23,-1,-1,-1,-1,14,,4,,0,,1,icon_23,,,,,,,,,,,,,,,0,,,,,,,,,
24,-1,-1,-1,-1,1,,1,,0,999,28,icon_24,,,,,1,,,6,3,,,,,,1,2,1,,,,,,,
25,-1,-1,-1,-1,1,,3,,0,999,28,icon_25,,,,,2,,,6,3,,,,,,1,2,1,,,,,,,
26,-1,-1,-1,-1,1,1001,5,,0,,1,icon_26,,,,,,,,6|27|70,69,,,,,,1,2,1,,,,,,,
27,-1,-1,-1,-1,1,1001,5,,0,,1,icon_27,,,,,,,,6|27|70,69,,,,,,1,2,1,,,,,,,
28,-1,-1,-1,-1,1,,3,,0,9999,1,icon_28,,,,,,,,,70,,,,,,1,2,1,,,,,,,
29,-1,-1,-1,-1,1,1001,5,,0,9999,1,icon_29,,,,,,,,2,24,,,,,,1,2,1,,,,,,,
30,-1,-1,,-1,1,,5,,0,,1,icon_30,,,,,,,,,,,,,,,0,,,,,,,,,
31,-1,-1,-1,-1,1,,3,,0,9999,1,icon_31,,,,,,,,,,,,,,,1,2,1,,,,,,,
32,-1,-1,-1,-1,1,,6,,0,9999,1,icon_32,,,,,,,,,,,,,,,0,,,,,,,,,
33,-1,-1,-1,-1,1,,3,,0,9999,1,icon_33,,,,,,,,2|3,37,,,,,,1,2,1,,,,,,,
34,-1,-1,-1,-1,1,,3,,0,9999,1,icon_34,,,,,,,,43|2|3|14,5,,,,,,1,2,1,,,,,,,
35,-1,-1,-1,-1,1,1001,4,,0,9999,1,icon_35,,,,,,,,1|2|3|14,23,,,,,,1,2,1,,,,,,,
36,-1,-1,-1,-1,1,1001,5,,0,9999,1,icon_36,,,,,,,,2|3|24,38,,,,,,1,2,1,,,,,,,
37,-1,-1,-1,-1,1,,2,,0,,1,icon_37,,,,,,,,,,,,,,,1,2,2,,,,,,,
38,-1,-1,-1,-1,1,,2,,0,,1,icon_38,,,,,,,,,,,,,,,1,2,2,,,,,,,
39,-1,-1,-1,-1,1,,2,,0,,1,icon_39,,,,,,,,,,,,1,1#30000,,1,2,2,,,,,,,
40,-1,-1,-1,-1,1,,2,,0,,1,icon_40,,,,,,,,,,,,,,,1,2,2,,,,,,,
41,-1,-1,-1,-1,1,,3,,0,,1,icon_41,,,,,,,,,,,,1,1#200000,,1,2,2,,,,,,,
42,-1,-1,-1,-1,1,,3,,0,,1,icon_42,,,,,,,,,,,,1,1#250000,,1,2,2,,,,,,,
43,-1,-1,-1,-1,14,,5,,0,,1,icon_43,,30001,,,,,,6|88,,,,,,,1,2,1,,,,,,,
44,-1,-1,-1,-1,1,,4,,0,,1,icon_44,,,,,,,,113,72,,,,,,1,2,1,,,,,,,
45,-1,-1,-1,-1,23,1002,6,,0,,1,icon_45,,,,,,,,,,,,,,,1,2,1,,,,,,,
46,-1,-1,-1,-1,1,,2,,0,,1,icon_46,,,,,,,,,,,,1,1#15000,,1,2,2,,,,,,,
47,-1,-1,-1,-1,1,1001,6,,0,9999,1,icon_47,,,,,,,,46|151,85,,,,,,1,2,1,,,,,,,
48,-1,-1,-1,-1,1,,3,,0,,1,icon_48,,,,,,,,,,,,1,1#15000,,1,2,2,,,,,,,
49,-1,-1,-1,-1,1,,3,,0,,1,icon_49,,,,,,,,,,,,1,1#30000,,1,2,2,,,,,,,
50,-1,-1,-1,-1,1,,3,,0,,1,icon_50,,,,,,,,,,,,1,1#15000,,1,2,2,,,,,,,
51,-1,-1,-1,-1,1,,2,,0,,1,icon_51,,,,,,,,,,,,,,,1,2,2,,,,,,,
52,-1,-1,-1,-1,1,,3,,0,,1,icon_52,,,,,,,,,,,,1,1#100000,,1,2,2,,,,,,,
53,-1,-1,-1,-1,1,,3,,0,,1,icon_53,,,,,,,,,,,,1,1#20000,,1,2,2,,,,,,,
54,-1,-1,-1,-1,1,,3,,0,,1,icon_54,,,,,,,,,,,,1,1#250000,,1,2,2,,,,,,,
55,-1,-1,-1,-1,1,,3,,0,,1,icon_55,,,,,,,,,,,,,,,0,,,,,,,,,
56,-1,-1,-1,-1,1,,3,,0,,1,icon_56,,,,,,,,,,,,1,1#20000,,1,2,2,,,,,,,
57,-1,-1,-1,-1,1,,3,,0,,1,icon_57,,,,,,,,,,,,,,,0,,,,,,,,,
