id,partner_link,skin,name,lv,grade,hp,atk,hpP,atkP,armP,spdP,energy_ex,miss,hit,crit,critTime,sklP,decDmg,free,brk,trueAtk,is_boss,lv_show,scale,is_player_use,skill,equip_6,exskill
87005,2000001,,-1,60,5,6462,1828,3.53422222222,3.53422222222,1,3.15,,400,0,0,500,500,200,0,0,0,0,100,,,,,
87006,2000002,,-1,60,5,6555,1719,3.55911111111,3.55911111111,1,3.15,,400,0,0,500,500,200,0,0,0,0,100,,,,,
87007,754004,,-1,60,10,21427,2058,0.374138922675,0.519897780767,1,5.50490196078,,400,0,0,500,500,200,0,0,0,0,250,,,,,
87008,54011,,-1,60,5,11516,499,1.42175623364,0.451111111111,1,1,,0,2300,0,0,0,0,300,0,0,0,250,,,,,
87009,754004,,-1,60,10,21725,2087,0.379335296601,0.527118583277,1,5.50490196078,,400,0,0,500,500,200,0,0,0,0,250,,,,,
87010,54011,,-1,60,5,11675,506,1.44136666445,0.457333333333,1,1,,0,2300,0,0,0,0,300,0,0,0,250,,,,,
87011,2000001,,-1,60,5,6735,1906,3.68355555556,3.68355555556,1,3.15,,400,0,0,500,500,200,0,0,0,0,100,,,,,
87012,2000002,,-1,60,5,6830,1791,3.70844444444,3.70844444444,1,3.15,,400,0,0,500,500,200,0,0,0,0,100,,,,,
87013,2000003,,-1,60,10,8566,1240,1.66666666667,1.66666666667,1,1,,400,0,0,500,500,200,0,0,0,0,250,,,,,
87014,2000003,,-1,60,10,8623,1248,1.67777777778,1.67777777778,1,1,,400,0,0,500,500,200,0,0,0,0,250,,,,,
87015,2000003,,-1,60,10,8680,1257,1.68888888889,1.68888888889,1,1,,400,0,0,500,500,200,0,0,0,0,250,,,,,
87016,2000003,,-1,60,10,8737,1265,1.7,1.7,1,1,,400,0,0,500,500,200,0,0,0,0,250,,,,,
87017,2000001,,-1,60,5,7008,1983,3.83288888889,3.83288888889,1,3.15,,400,0,0,500,500,200,0,0,0,0,100,,,,,
87018,2000002,,-1,60,5,7106,1863,3.85777777778,3.85777777778,1,3.15,,400,0,0,500,500,200,0,0,0,0,100,,,,,
87019,2000001,,-1,60,5,7099,2009,3.88266666667,3.88266666667,1,3.15,,400,0,0,500,500,200,0,0,0,0,100,,,,,
87020,2000002,,-1,60,5,7197,1887,3.90755555556,3.90755555556,1,3.15,,400,0,0,500,500,200,0,0,0,0,100,,,,,
87021,2000001,,-1,60,5,7190,2035,3.93244444444,3.93244444444,1,3.15,,400,0,0,500,500,200,0,0,0,0,100,,,,,
