id,next_id,select_next_ids,select,plot,name,image_path,type,res_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_pos,face_scale,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
3335,3336,,,,,classroom,1,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,3337,,,,-1,classroom,0,partner_picture_52001,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,3338,,,,-1,classroom,0,partner_picture_53018,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,3339,,,,-1,classroom,0,partner_picture_52001,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,3340,,,,-1,classroom,0,partner_picture_53018,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,3341,,,,-1,classroom,0,partner_picture_52001,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,3342,,,,-1,classroom,0,partner_picture_53018,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,3343,,,,-1,classroom,0,partner_picture_52001,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,3344,,,,-1,classroom,0,partner_picture_52001,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,3345,,,,,classroom,1,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,3346,,,,-1,classroom,0,partner_picture_53018,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,3347,,,,-1,classroom,0,partner_picture_53018,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,-1,,,,-1,classroom,0,partner_picture_55009,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,3349,,,,-1,classroom,0,partner_picture_52007,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,3350,,,,-1,classroom,0,partner_picture_55009,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,3351,,,,-1,classroom,0,partner_picture_54007,0,,,,,,,,,1,0|30,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,3352,,,,-1,classroom,0,partner_picture_55009,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,3353,,,,-1,classroom,0,partner_picture_55009,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,3354,,,,-1,classroom,0,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,3355,,,,-1,classroom,0,partner_picture_55009,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355,3356,,,,,classroom,1,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,3357,,,,-1,classroom,0,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,3358,,,,-1,classroom,0,partner_picture_55009,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,3359,,,,,classroom,1,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,3360,,,,-1,classroom,0,partner_picture_53018,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,3361,,,,-1,classroom,0,partner_picture_53018,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,3362,,,,,classroom,1,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,3363,,,,,classroom,1,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,3364,,,,-1,classroom,0,partner_picture_55009,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,3365,,,,-1,classroom,0,partner_picture_53018,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,3366,,,,-1,classroom,0,partner_picture_55009,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,3367,,,,-1,classroom,0,partner_picture_53018,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,3368,,,,,classroom,1,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368,3369,,,,-1,classroom,0,partner_picture_55009,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,3370,,,,,classroom,1,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,3371,,,,-1,classroom,0,partner_picture_55009,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,3372,,,,,classroom,1,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,3373,,,,,classroom,1,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,3374,,,,-1,classroom,0,partner_picture_53018,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,3375,,,,,classroom,1,,0,,,,,,,,,1,,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,3376,,,,-1,classroom,0,partner_picture_54007,0,,,,,,,,,1,0|30,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,3377,,,,-1,classroom,0,partner_picture_54007,0,,,,,,,,,1,0|30,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
