id,partner_link,skin,name,lv,grade,hp,atk,hpP,atkP,armP,spdP,energy_ex,miss,hit,crit,critTime,sklP,decDmg,free,brk,trueAtk,is_boss,lv_show,scale,is_player_use,skill,equip_6,exskill
20004836,756005,7143,-1,500,10,76391386,4256260,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,529,,,,,5|5|5|5
20004837,755007,7141,-1,500,10,63353138,3417711,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,529,,,,,5|5|5|5
20004838,754015,7178,-1,500,10,66246401,3610150,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,529,,,,,5|5|5|5
20004839,755008,,-1,500,10,55192786,3051553,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,529,,,,,5|5|5|5
20004840,755006,7107,-1,500,10,72597172,3954380,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,529,,,,,5|5|5|5
20004841,755005,7088,-1,500,10,71273983,3973660,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,529,,,,,5|5|5|5
20004842,755007,7183,-1,500,10,63193372,3489336,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,529,,,,,5|5|5|5
20004843,755009,,-1,500,10,72395606,3967935,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,529,,,,,5|5|5|5
20004844,756006,7133,-1,500,10,55313437,2991129,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,530,,,,,5|5|5|5
20004845,755008,,-1,500,10,55781654,3046427,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,530,,,,,5|5|5|5
20004846,751013,,-1,500,10,56020844,3054249,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,530,,,,,5|5|5|5
20004847,756007,7164,-1,500,10,67187288,3669860,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,530,,,,,5|5|5|5
20004848,756001,7126,-1,500,10,97666299,5324890,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,531,,,100303|100502,,5|5|5|5
20004849,752013,7098,-1,500,10,98013889,5399723,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,531,,,100303|100502,,5|5|5|5
20004850,754012,7157,-1,500,10,98942851,5325854,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,531,,,100303|100502,,5|5|5|5
20004851,753013,7139,-1,500,10,99065048,5368894,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,531,,,100303|100502,,5|5|5|5
20004852,755001,7033,-1,500,10,99230823,5292974,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,531,,,100303|100502,,5|5|5|5
20004853,751011,7127,-1,500,10,98640367,5409657,,,1,1,,1260,1420,920,1080,380,520,780,575,620,,531,,,100303|100502,,5|5|5|5
20004854,755008,7158,-1,500,10,56396361,3089058,,,1,1,,1300,1450,950,1150,400,550,800,600,650,,531,,,,,5|5|5|5
20004855,756008,,-1,500,10,65155935,3525793,,,1,1,,1300,1450,950,1150,400,550,800,600,650,,531,,,,,5|5|5|5
20004856,752016,7186,-1,500,10,56753892,3083780,,,1,1,,1300,1450,950,1150,400,550,800,600,650,,531,,,,,5|5|5|5
20004857,751015,,-1,500,10,73324358,4044439,,,1,1,,1300,1450,950,1150,400,550,800,600,650,,531,,,,,5|5|5|5
20004858,753015,,-1,500,10,68113389,3721312,,,1,1,,1300,1450,950,1150,400,550,800,600,650,,531,,,,,5|5|5|5
20004859,751013,7185,-1,500,10,57113646,3037271,,,1,1,,1300,1450,950,1150,400,550,800,600,650,,531,,,,,5|5|5|5
20004860,751013,7152,-1,500,10,57166108,3122421,,,1,1,,1300,1450,950,1150,400,550,800,600,650,,532,,,,,5|5|5|5
20004861,755008,,-1,500,10,57100682,3055401,,,1,1,,1300,1450,950,1150,400,550,800,600,650,,532,,,,,5|5|5|5
20004862,754013,7151,-1,500,10,73877515,4014569,,,1,1,,1300,1450,950,1150,400,550,800,600,650,,532,,,,,5|5|5|5
