id,name,box_id,weight,monster_id
1001001,-1,1001,136,20001
1001002,-1,1001,136,20002
1001003,-1,1001,136,20003
1001004,-1,1001,136,20004
1001005,-1,1001,136,20005
1001006,-1,1001,136,20006
1001007,-1,1001,136,20007
1001008,-1,1001,136,20008
1001009,-1,1001,136,20009
1001010,-1,1001,136,20010
1001011,-1,1001,136,20011
1001012,-1,1001,136,20012
1001013,-1,1001,136,20013
1001014,-1,1001,136,20014
1001015,-1,1001,136,20015
1001016,-1,1001,136,20016
1001017,-1,1001,136,20017
1001018,-1,1001,136,20018
1001019,-1,1001,136,20019
1001020,-1,1001,136,20020
1001021,-1,1001,136,20021
1001022,-1,1001,136,20022
1001023,-1,1001,136,20023
1001024,-1,1001,136,20024
1001025,-1,1001,136,20025
1001026,-1,1001,136,20026
1001027,-1,1001,136,20027
1001028,-1,1001,136,20028
1001029,-1,1001,136,20029
1001030,-1,1001,136,20030
1001031,-1,1001,136,20031
1001032,-1,1001,136,20032
1001033,-1,1001,136,20033
1001034,-1,1001,136,20034
1001035,-1,1001,136,20035
1001036,-1,1001,136,20036
1001037,-1,1001,136,20037
1001038,-1,1001,136,20038
1001039,-1,1001,136,20039
1001040,-1,1001,136,20040
1001041,-1,1001,136,20041
1001042,-1,1001,136,20042
1001043,-1,1001,136,20043
1001044,-1,1001,136,20044
1001045,-1,1001,136,20045
1001046,-1,1001,136,20046
1001047,-1,1001,136,20047
1001048,-1,1001,137,20048
1001049,-1,1001,137,20049
1001050,-1,1001,137,20050
1001051,-1,1001,137,20051
1001052,-1,1001,137,20052
1001053,-1,1001,137,20053
1001054,-1,1001,137,20054
1001055,-1,1001,137,20055
1001056,-1,1001,137,20056
1001057,-1,1001,137,20057
1001058,-1,1001,137,20058
1001059,-1,1001,137,20059
1001060,-1,1001,137,20060
1001061,-1,1001,137,20061
1001062,-1,1001,136,20062
1001063,-1,1001,136,20063
1001064,-1,1001,136,20064
1001065,-1,1001,136,20065
1001066,-1,1001,135,20066
1001067,-1,1001,135,20067
1001068,-1,1001,136,20068
1001069,-1,1001,135,20069
1001070,-1,1001,135,20070
1001071,-1,1001,135,20071
1001072,-1,1001,135,20072
1001073,-1,1001,100,20073
1001074,-1,1001,100,20074
1002001,-1,1002,140,20001
1002002,-1,1002,140,20002
1002003,-1,1002,140,20003
1002004,-1,1002,140,20004
1002005,-1,1002,140,20005
1002006,-1,1002,140,20006
1002007,-1,1002,140,20007
1002008,-1,1002,140,20008
1002009,-1,1002,140,20009
1002010,-1,1002,140,20010
1002011,-1,1002,140,20011
1002012,-1,1002,140,20012
1002013,-1,1002,140,20013
1002014,-1,1002,140,20014
1002015,-1,1002,140,20015
1002016,-1,1002,140,20016
1002017,-1,1002,140,20017
1002018,-1,1002,140,20018
1002019,-1,1002,140,20019
1002020,-1,1002,140,20020
1002021,-1,1002,140,20021
1002022,-1,1002,140,20022
1002023,-1,1002,140,20023
1002024,-1,1002,140,20024
1002025,-1,1002,140,20025
1002026,-1,1002,140,20026
1002027,-1,1002,140,20027
1002028,-1,1002,140,20028
1002029,-1,1002,140,20029
1002030,-1,1002,140,20030
1002031,-1,1002,140,20031
1002032,-1,1002,140,20032
1002033,-1,1002,140,20033
1002034,-1,1002,140,20034
1002035,-1,1002,140,20035
1002036,-1,1002,140,20036
1002037,-1,1002,140,20037
1002038,-1,1002,140,20038
1002039,-1,1002,140,20039
1002040,-1,1002,140,20040
1002041,-1,1002,140,20041
1002042,-1,1002,140,20042
1002043,-1,1002,140,20043
1002044,-1,1002,140,20044
1002045,-1,1002,140,20045
1002046,-1,1002,140,20046
1002047,-1,1002,140,20047
1002048,-1,1002,140,20048
1002049,-1,1002,140,20049
1002050,-1,1002,140,20050
1002051,-1,1002,140,20051
1002052,-1,1002,140,20052
1002053,-1,1002,140,20053
1002054,-1,1002,140,20054
1002055,-1,1002,140,20055
1002056,-1,1002,140,20056
1002057,-1,1002,140,20057
1002058,-1,1002,140,20058
1002059,-1,1002,140,20059
1002060,-1,1002,140,20060
1002061,-1,1002,140,20061
1002062,-1,1002,140,20062
1002063,-1,1002,140,20063
1002064,-1,1002,140,20064
1002065,-1,1002,140,20065
1002066,-1,1002,100,20066
1002067,-1,1002,100,20067
1002068,-1,1002,100,20068
1002069,-1,1002,100,20069
1002070,-1,1002,70,20070
1002071,-1,1002,70,20071
1002072,-1,1002,70,20072
1002073,-1,1002,70,20073
1002074,-1,1002,70,20074
1002075,-1,1002,150,20075
