id,next_id,select_next_ids,select,plot,name,image_path,is_memory,res_path,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,scale,partner_picture_xy,type,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,map_swap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,ambient_sound,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_sound,effect_scale,effect_xy,effect_layer,effect_count,jitter
1090,1091,,0,5-8c,-1,small_garden,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60035,7001,2158,,,,,,,,,,,
1091,1092,,0,,-1,small_garden,,partner_picture_54002,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60055,,,,,,,,,,,,,
1092,1093,,0,,-1,small_garden,,partner_picture_54002,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,1094,,0,,-1,small_garden,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,1095,,0,,-1,small_garden,,partner_picture_54002,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60061,,,,,,,,,,,,,
1095,1096,,0,,-1,small_garden,,partner_picture_54002,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60054,,,,,,,,,,,,,
1096,-1,,0,,-1,small_garden,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60044,,,,,,,,,,,,,
1097,1098,,0,5-9a,,fengjian_yuanzhang_office,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7001,,,,,,,,,,,,
1098,1099,,0,,,fengjian_yuanzhang_office,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,1100,,0,,-1,fengjian_yuanzhang_office,,partner_picture_54008,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60157,7001,,,,,,,,,,,,
1100,1101,,0,,-1,fengjian_yuanzhang_office,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,1102,,0,,-1,fengjian_yuanzhang_office,,partner_picture_56003,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60001,,,,,,,,,,,,,
1102,1103,,0,,*,fengjian_yuanzhang_office,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,1104,,0,,-1,fengjian_yuanzhang_office,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,1105,,0,,-1,fengjian_yuanzhang_office,,partner_picture_53005,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60089,,,,,,,,,,,,,
1105,1106,,0,,-1,fengjian_yuanzhang_office,,partner_picture_53005,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60101,,,,,,,,,,,,,
1106,1107,,0,,-1,fengjian_yuanzhang_office,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60044,,,,,,,,,,,,,
1107,1108,,0,,-1,fengjian_yuanzhang_office,,partner_picture_53005,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60089,,,,,,,,,,,,,
1108,1109,,0,,-1,fengjian_yuanzhang_office,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60038,,,,,,,,,,,,,
1109,-1,,0,,-1,fengjian_yuanzhang_office,,partner_picture_53005,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60086,,,,,,,,,,,,,
1110,1111,,0,5-9c,-1,fengjian_yuanzhang_office,,partner_picture_53005,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60086,7001,,,,,,,,,,,,
1111,1112,,0,,-1,fengjian_yuanzhang_office,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60045,,,,,,,,,,,,,
1112,1113,,0,,-1,fengjian_yuanzhang_office,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,1114,,0,,-1,fengjian_yuanzhang_office,,partner_picture_54008,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60157,,,,,,,,,,,,,
1114,1115,,0,,-1,fengjian_yuanzhang_office,,partner_picture_53005,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,1116,,0,,-1,fengjian_yuanzhang_office,,partner_picture_53005,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60089,,,,,,,,,,,,,
1116,1117,,0,,-1,fengjian_yuanzhang_office,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60044,,,,,,,,,,,,,
1117,-1,,0,,-1,fengjian_yuanzhang_office,,partner_picture_53005,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60304,,,,,,,,,,,,,
