id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,pre_effect,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
5500304,-1,-1,-1,-1,,0,28,1,,,,1,,,1064028,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500304,,,,,,,,,,
5500404,-1,-1,-1,-1,,0,9,1,,,,1,,,1032004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_167,,,,,,,,,,
5500504,-1,-1,-1,-1,,0,13,1,,,,1,,,1005021|1013003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_12,,,,,,,,,,
5600104,-1,-1,-1,-1,,0,4,1,,,,1,,,1021013|1012014,,,,,,,,,,,,,,,,,,,,,,,skill_icon_150,,,,,,,,,,
5600204,-1,-1,-1,-1,,0,4,1,,,,13,,,1039014,,,,,,,,1,,1014036,,,,,,,,,,,,,skill_icon_199,,,,,,,,,,
5600304,-1,-1,-1,-1,,0,28,1,,,,1,,,1011002,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5600304,,,,,,,,,,
5600404,-1,-1,-1,-1,,0,28,1,,,,1,,,1012002|1004001|1008003|1125001,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5600304,,,,,,,,,,
54400704,-1,-1,-1,-1,,0,28,1,,,,1,,,1064008,,,,,,,,,,,,,,,,,,,,,,,skill_icon_189,,,,,,,,,,
65300112,-1,-1,-1,-1,,0,28,1,,,,1,,,1028002|1008008|1009001,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_155,3,,,,,,,,,
65300212,-1,-1,-1,-1,,0,2,1,,,,24,,,1010028,,,,,,,,,,,,,,,,,,,,,,,skill_icon_2,3,,,,,,,,,
65300312,-1,-1,-1,-1,,0,4,1,,,,23,,,1008023|1009214,,,,,,,,,,,,,,,,,,,,,,,skill_icon_124,3,,,,,,,,,
65300412,-1,-1,-1,-1,,0,28,1,,,,1,,,1008010|1028006|1029005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_122,3,,,,,,,,,
65300512,-1,-1,-1,-1,,0,2,1,,,,24,,,1017017|1013017,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500202,3,,,,,,,,,
65300612,-1,-1,-1,-1,,0,2,1,,,,1,,,1021058|1012025,,,,,,,,,,,,,,,,,,,,,,,skill_icon_65,3,,,,,,,,,
65301112,-1,-1,-1,-1,,0,28,1,,,,1,,,1030010|1028005|1029011|1059006,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_170,3,,,,,,,,,
65301512,-1,-1,-1,-1,,0,2,1,,,,24,,,1030035,,,,,,,,1,,1030034,,,,,,,,,,,,,skill_icon_5201004,3,,,,,,,,,
65301612,-1,-1,-1,-1,,0,28,1,,,,1,,,1029010|1008004|1014003,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_72,3,,,,,,,,,
65301712,-1,-1,-1,-1,,0,28,1,,,,1,,,1064036,,,,,,,,,,,,,,,,,,,,,,,skill_icon_200,3,,,,,,,,,
65401112,-1,-1,-1,-1,,0,28,1,,,,1,,,1029011|1030154,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_147,3,,,,,,,,,
65401312,-1,-1,-1,-1,,0,2,1,,,,1,,,1009028|1021026|1004015,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5400702,3,,,,,,,,,
65401612,-1,-1,-1,-1,,0,28,1,,,,1,,,1028006|1029006|1008009|1006016,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_216,3,,,,,,,,,
65401712,-1,-1,-1,-1,,0,28,1,,,,1,,,1028006|1008008|1029005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_193,3,,,,,,,,,
65501112,-1,-1,-1,-1,,0,2,1,,,,24,,,1038017|1017013,,,,,,,,,,,,,,,,,,,,,,,skill_icon_15,3,,,,,,,,,
65501212,-1,-1,-1,-1,,0,28,1,,,,1,,,1028006,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_77,3,,,,,,,,,
65501312,-1,-1,-1,-1,,0,28,1,,,,1,,,1005006|1028006|1029011,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_188,3,,,,,,,,,
65501412,-1,-1,-1,-1,,0,41,1,,,,1,,,1013009|1021034,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500302,3,,,,,,,,,
65601112,-1,-1,-1,-1,,0,28,1,,,,1,,,1028007|1029011|1012085|1008009|1014002|1011005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_211,3,,,,,,,,,
65601212,-1,-1,-1,-1,,0,28,1,,,,1,,,1028006,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_50,3,,,,,,,,,
65601312,-1,-1,-1,-1,,0,28,1,,,,1,,,1012009|1028006|1004003,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5600302,3,,,,,,,,,
65601412,-1,-1,-1,-1,,0,28,1,,,,1,,,1064041,,,,,,,,,,,,,,,,,,,,,,,skill_icon_224,3,,,,,,,,,
65100113,-1,-1,-1,-1,,0,28,1,,,,1,,,1006007|1028009|1029005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_148,3,,,,,,,,,
65100213,-1,-1,-1,-1,,0,25,1,,,,1,,,1021027,,,,,,,,,,,,,,,,,,,,,,,skill_icon_87,3,,,,,,,,,
65100313,-1,-1,-1,-1,,0,28,1,,,,1,,,1064020,,,,,,,,,,,,,,,,,,,,,,,skill_icon_76,3,,,,,,,,,
65100413,-1,-1,-1,-1,,0,28,1,,,,1,,,1053003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_59,3,,,,,,,,,
65100513,-1,-1,-1,-1,,0,2,1,,,,1,,,1010016|1008016,,,,,,,,,,,,,,,,,,,,,,,skill_icon_138,3,,,,,,,,,
65100613,-1,-1,-1,-1,,0,28,1,,,,1,,,1014025|1029008|1028007,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_76,3,,,,,,,,,
75200103,-1,-1,-1,-1,,0,6,1,,,,27,,,1031014,,1,1,1,,,,,,,,,,,,,,,,,1,,skill_icon_5200303,3,,,,,,,,,
65100813,-1,-1,-1,-1,,0,4,1,,,,23,,,1028045,,,,,,,,1,,1028044,,,,,,,,,,,,,skill_icon_207,3,,,,,,,,,
65100913,-1,-1,-1,-1,,0,9,1,,,,17,,,1015098,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5200603,3,,,,,,,,,
65101013,-1,-1,-1,-1,,0,28,1,,,,1,,,1007017|1028008,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5200803,3,,,,,,,,,
65101113,-1,-1,-1,-1,,0,2,1,,,,24,,,1015017,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500304,3,,,,,,,,,
65101513,-1,-1,-1,-1,,0,28,1,,,,1,,,1006004|1028006|1010008|1029008|1058067,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_174,3,,,,,,,,,
65101613,-1,-1,-1,-1,,0,28,1,,,,1,,,1028002|1029011|1030006|1123001,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_221,3,,,,,,,,,
65101713,-1,-1,-1,-1,,0,28,1,,,,1,,,1064027|1055003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_182,3,,,,,,,,,
65200113,-1,-1,-1,-1,,0,2,1,,,,1,,,1007020|1028018,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5200903,3,,,,,,,,,
65200213,OD-01-6,-1,-1,-1,,0,28,1,,,,1,,,1005009|1029013|1006005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201003,3,,,,,,,,,
65200313,-1,-1,-1,-1,,0,9,1,,,,13,,,1025029,,,,,,,,,,,,,,,,,,,,,,,skill_icon_146,3,,,,,,,,,
65200413,-1,-1,-1,-1,,0,28,1,,,,1,,,1028010|1029006|1009032,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_83,3,,,,,,,,,
65200513,-1,-1,-1,-1,,0,28,1,,,,1,,,1030010|1029011,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_213,3,,,,,,,,,
65200613,-1,-1,-1,-1,,0,2,1,,,,24,,,1027014,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5400703,3,,,,,,,,,
65200713,-1,-1,-1,-1,,0,6,1,,,,27,,,1031017,,1,1,1,,,,,,,,,,,,,,,,,1,,skill_icon_148,3,,,,,,,,,
65200813,-1,-1,-1,-1,,0,27,1,,,,1,,,1028020,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5201004,3,,,,,,,,,
65200913,-1,-1,-1,-1,,0,27,1,,,,1,,,1009009|1028017,,,,,,,,,,,,,,,,,,,,,,,skill_icon_203,3,,,,,,,,,
65201013,-1,-1,-1,-1,,0,15,1,,,,1,,,1021029,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5200102,3,,,,,,,,,
65201113,-1,-1,-1,-1,,0,28,1,,,,1,,,1029010|1028005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5200203,3,,,,,,,,,
65201313,-1,-1,-1,-1,,0,28,1,,,,1,,,1064011,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5200103,3,,,,,,,,,
65201413,-1,-1,-1,-1,,0,27,1,,,,1,,,1008055|1009028,,,,,,,,,,,,,,,,,,,,,,,skill_icon_217,3,,,,,,,,,
65201713,-1,-1,-1,-1,,0,28,1,,,,1,,,1030012|1028007|1029008|1006005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_33,3,,,,,,,,,
65300113,-1,-1,-1,-1,,0,28,1,,,,1,,,1064016,,,,,,,,,,,,,,,,,,,,,,,skill_icon_86,3,,,,,,,,,
65300213,-1,-1,-1,-1,,0,28,1,,,,1,,,1008008|1028009|1029005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_152,3,,,,,,,,,
65300313,-1,-1,-1,-1,,0,28,1,,,,1,,,1029012|1014004,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_153,3,,,,,,,,,
65300413,-1,-1,-1,-1,,0,5,1,,,,28,,,1025021,,,,,,,,,,,,,,,,,,,,,,,skill_icon_192,3,,,,,,,,,
65300513,-1,-1,-1,-1,,0,28,1,,,,1,,,1005001|1029115|1004005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5500203,3,,,,,,,,,
65300613,-1,-1,-1,-1,,0,28,1,,,,1,,,1012009|1028005|1029005|1008004,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_47,3,,,,,,,,,
65301113,-1,-1,-1,-1,,0,2,1,,,,1,,,1028335|1014056,,,,,,,,,,,,,,,,,,,,,,,skill_icon_129,3,,,,,,,,,
65301413,-1,-1,-1,-1,,0,4,1,,,,1,,,1021023,,,,,,,,,,,,,,,,,,,,,,,skill_icon_75,3,,,,,,,,,
65301513,-1,-1,-1,-1,,0,28,1,,,,1,,,1029011|1028007|1030010,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5,3,,,,,,,,,
65301613,-1,-1,-1,-1,,0,2,1,,,,24,,,1042004|1033004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_62,3,,,,,,,,,
65301713,-1,-1,-1,-1,,0,28,1,,,,1,,,1029008|1004005|1014003,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_119,3,,,,,,,,,
65401113,-1,-1,-1,-1,,0,2,1,,,,13,,,1030165|1136030,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5200603,3,,,,,,,,,
65401313,-1,-1,-1,-1,,0,28,1,,,,1,,,1166007|1174004|1169007|1172001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5400703,3,,,,,,,,,
65401413,-1,-1,-1,-1,,0,28,1,,,,1,,,1029011,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_203,3,,,,,,,,,
65401613,-1,-1,-1,-1,,0,2,1,,,,1,,,1022033|1028059,,,,,,,,,,,,,,,,,,,,,,,skill_icon_110,3,,,,,,,,,
65401713,-1,-1,-1,-1,,0,5,1,,,,1,,,1021048,,,,,,,,,,,,,,,,,,,,,,,skill_icon_194,3,,,,,,,,,
65501113,-1,-1,-1,-1,,0,4,1,,,,23,,,1038020,,,,,,,,1,,1023026,,,,,,,,,,,,,skill_icon_129,3,,,,,,,,,
65501313,-1,-1,-1,-1,,0,2,1,,,,1,,,1028054|1004010,,,,,,,,,,,,,,,,,,,,,,,skill_icon_129,3,,,,,,,,,
65501413,-1,-1,-1,-1,,0,28,1,,,,1,,,1029008|1004005|1010010|1126001,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5500303,3,,,,,,,,,
65601113,-1,-1,-1,-1,,0,2,1,,,,24,,,1039010,,,,,,,,1,,1008035,,,,,,,,,,,,,skill_icon_107,3,,,,,,,,,
65601313,-1,-1,-1,-1,,0,9,1,,,,1,,,1032003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5600303,3,,,,,,,,,
65601413,-1,-1,-1,-1,,0,27,1,,,,1,,,1013004|1012017,,,,,,,,,,,,,,,,,,,,,,,skill_icon_216,3,,,,,,,,,
65100114,-1,-1,-1,-1,,0,11,1,,,,1,,,1028067,,,,,,,,11,,1028059,,,,,,,,,,,,,skill_icon_54,3,,,,,,,,,
65100214,-1,-1,-1,-1,,0,2,1,,,,1,,,1021035,,,,,,,,,,,,,,,,,,,,,,,skill_icon_77,3,,,,,,,,,
65100314,-1,-1,-1,-1,,0,31,1,,,,1,,,1010020|1022020|1008018,,,,,,,,,,,,,,,,,,,,,,,skill_icon_115,3,,,,,,,,,
65100414,-1,-1,-1,-1,,0,28,1,,,,1,,,1010010|1028007,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_16,3,,,,,,,,,
65100514,-1,-1,-1,-1,,0,11,1,,,,1,,,1028067|1008166,,,,,,,,,,,,,,,,,,,,,,,skill_icon_119,3,,,,,,,,,
65100614,-1,-1,-1,-1,,0,9,1,,,,13,,,1019132,,1,,,,,,,,,,,,,,,,,,,,,skill_icon_25,3,,,,,,,,,
75200104,-1,-1,-1,-1,,0,11,1,,,,2,,,1030045|1007044,,,,,,,,,,,,,,,,,,,,,,,skill_icon_65100704,3,,,,,,,,,
65100814,-1,-1,-1,-1,,0,28,1,,,,1,,,1054003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_208,3,,,,,,,,,
65100914,-1,-1,-1,-1,,0,28,1,,,,1,,,1064223,,,,,,,,,,,,,,,,,,,,,,,skill_icon_65100904,3,,,,,,,,,
65101014,-1,-1,-1,-1,,0,28,1,,,,1,,,1064006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_65101004,3,,,,,,,,,
65101114,-1,-1,-1,-1,,0,11,1,,,,17,,,1025032,,,,,,,,,,,,,,,,,,,,,,,skill_icon_92,3,,,,,,,,,
