id,next_id,select_next_ids,select,plot,name,image_path,type,res_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_pos,face_scale,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
2806,2807,,,,-1,fengji_office,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,2808,,,,-1,chaos_school,0,partner_picture_9999996,1,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,mohua#texiao01,,360#640,1,0,
2808,2809,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2810,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,2811,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,2812,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,-1,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,2814,,,-1,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,2815,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,2816,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,2817,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,2818,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,2819,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,2820,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,2821,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,2822,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,2823,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,2824,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,2825,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,2826,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,2827,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,2828,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,2829,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,2830,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,2831,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,2832,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,2833,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,2834,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,2835,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,2836,,,,-1,fengji_office_night,0,partner_picture_752005,1,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2837,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,2838,,,,,fengji_office_night,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2839,,,,,fengji_office_night,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,2840,,,,,fengji_office_night,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,2841,,,,,fengji_office_night,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,2842,,,,,fengji_office_night,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,2843,,,,-1,fengji_office_night,0,partner_picture_54007,1,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,2844,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,2845,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,2846,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,2847,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2848,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,2849,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,2850,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,2851,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,2852,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,2853,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,2854,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,2855,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,2856,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,2857,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,2858,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,2859,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,2860,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,2861,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,2862,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,2863,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,2864,,,,-1,fengji_office_night,0,partner_picture_752005,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,2865,,,,-1,fengji_office_night,0,partner_picture_54007,,,,,,,,,2,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,2866,,,,-1,chaos_school,0,partner_picture_9999996,1,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,mohua#texiao01,,360#640,1,0,
2866,2867,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,2868,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,-1,,,,-1,chaos_school,0,partner_picture_9999996,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,mohua#texiao01,,360#640,1,0,
2869,2870,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,2871,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,2872,,,,-1,chaos_school,0,partner_picture_752005,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,2873,,,,-1,chaos_school,0,partner_picture_752005,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,2874,,,,-1,chaos_school,0,partner_picture_752005,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,2875,,,,-1,chaos_school,0,partner_picture_752005,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,2876,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,2877,,,,-1,chaos_school,0,partner_picture_752005,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,2878,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,2879,,,,-1,chaos_school,0,partner_picture_54007,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,2880,,,,-1,chaos_school,0,partner_picture_752005,,,,,,,,,,1,0|0,1,6,1,1,0|0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
