id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,pre_effect,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
754005014,-1,-1,-1,,1,0,1,0,,,,16,,,1019605|1035003,,,1,,,268|269#1283|1284|1285,,1,,1022062,,,,,,,,,,,,,skill_icon_106,4,1033,,,,,,,,
754005015,-1,-1,-1,,1,0,1,0,,,,16,,,1019606|1035003,,,1,,,268|269#1283|1284|1285,,1,,1022063,,,,,,,,,,,,,skill_icon_106,5,1033,,,,,,,,
754005021,-1,-1,-1,,1,0,4,1,,,,23,,,1008153|1009215,,,,,,,,,,,,,,,,,,,,,,,skill_icon_124,1,,,,,,,,,
754005022,-1,-1,-1,,1,0,4,1,,,,23,,,1008154|1009216,,,,,,,,,,,,,,,,,,,,,,,skill_icon_124,2,,,,,,,,,
754005023,-1,-1,-1,,1,0,4,1,,,,23,,,1008155|1009217,,,,,,,,,,,,,,,,,,,,,,,skill_icon_124,3,,,,,,,,,
754005024,-1,-1,-1,,1,0,4,1,,,,23,,,1008156|1009218,,,,,,,,,,,,,,,,,,,,,,,skill_icon_124,4,,,,,,,,,
754005025,-1,-1,-1,,1,0,4,1,,,,23,,,1008157|1009219,,,,,,,,,,,,,,,,,,,,,,,skill_icon_124,5,,,,,,,,,
754005031,-1,-1,-1,,1,0,28,1,,,,1,,,1029109|1014059,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_153,1,,,,,,,,,
754005032,-1,-1,-1,,1,0,28,1,,,,1,,,1029110|1014060,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_153,2,,,,,,,,,
754005033,-1,-1,-1,,1,0,28,1,,,,1,,,1029111|1014061,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_153,3,,,,,,,,,
754005034,-1,-1,-1,,1,0,28,1,,,,1,,,1029112|1014062,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_153,4,,,,,,,,,
754005035,-1,-1,-1,,1,0,28,1,,,,1,,,1029113|1014063,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_153,5,,,,,,,,,
754005041,-1,-1,-1,,1,0,4,1,,,,23,,,1031058,,1,1,1,,267#1281|1282,,,,,,,,,,,,,,,1,,skill_icon_5200802,1,,,,,,,,,
754005042,-1,-1,-1,,1,0,4,1,,,,23,,,1031059,,1,1,1,,267#1281|1282,,,,,,,,,,,,,,,1,,skill_icon_5200802,2,,,,,,,,,
754005043,-1,-1,-1,,1,0,4,1,,,,23,,,1031060,,1,1,1,,267#1281|1282,,,,,,,,,,,,,,,1,,skill_icon_5200802,3,,,,,,,,,
754005044,-1,-1,-1,,1,0,4,1,,,,23,,,1031061,,1,1,1,,267#1281|1282,,,,,,,,,,,,,,,1,,skill_icon_5200802,4,,,,,,,,,
754005045,-1,-1,-1,,1,0,4,1,,,,23,,,1031062,,1,1,1,,267#1281|1282,,,,,,,,,,,,,,,1,,skill_icon_5200802,5,,,,,,,,,
754006011,-1,-1,-1,,1,0,1,0,,,,18,4,,1019597|1025067|1004012,,,,,,75|76#591#1167,,,,,,,,,,,,,,,,,skill_icon_110,1,1056,1,,,,,,,
754006012,-1,-1,-1,,1,0,1,0,,,,18,4,,1019598|1025068|1004012,,,,,,75|76#591#1167,,,,,,,,,,,,,,,,,skill_icon_110,2,1056,1,,,,,,,
754006013,-1,-1,-1,,1,0,1,0,,,,18,4,,1019599|1025069|1004012,,,,,,75|76#591#1167,,,,,,,,,,,,,,,,,skill_icon_110,3,1056,1,,,,,,,
754006014,-1,-1,-1,,1,0,1,0,,,,18,4,,1019600|1025070|1004012,,,,,,75|76#591#1167,,,,,,,,,,,,,,,,,skill_icon_110,4,1056,1,,,,,,,
754006015,-1,-1,-1,,1,0,1,0,,,,18,4,,1019601|1025071|1004071,,,,,,75|76#591#1167,,,,,,,,,,,,,,,,,skill_icon_110,5,1056,1,,,,,,,
