id,name,brief,desc,name1,type,type_config,qlt,group,is_economy,stack_limit,level,icon,light_effect,gift_id,is_auto_open,equip,pub_scroll_type,partner_cost,treasure_cost,get_ways,go_window,getway_item,dropbox_show,is_sell,sell_price,summon_id,show_in_bag,show_bag_type,filter_type,show_in_forge,skin_id,collection_id,para,avatar_frame_effect,effect_mask,dress_id
1120024,-1,-1,,-1,22,1002,2,,0,,,icon_1120024,,,,,,,,,,,,,,,,,,,,40225,,,,
1120025,-1,-1,,-1,22,1002,2,,0,,,icon_1120025,,,,,,,,,,,,,,,,,,,,40226,,,,
1120026,-1,-1,,-1,22,1002,2,,0,,,icon_1120026,,,,,,,,,,,,,,,,,,,,40227,,,,
1129999,-1,-1,,-1,22,1002,2,,0,,,icon_1129999,,,,,,,,,,,,,,,,,,,,40228,,,,
1900002,-1,-1,,-1,22,1002,2,,0,,,icon_1900002,,,,,,,,,,,,,,,,,,,,40229,,,,
1130001,-1,-1,,-1,22,1002,2,,0,,,icon_1130001,,,,,,,,,,,,,,,,,,,,40230,,,,
1130002,-1,-1,,-1,22,1002,2,,0,,,icon_1130002,,,,,,,,,,,,,,,,,,,,40231,,,,
1130003,-1,-1,,-1,22,1002,2,,0,,,icon_1130003,,,,,,,,,,,,,,,,,,,,40232,,,,
1130004,-1,-1,,-1,22,1002,2,,0,,,icon_1130004,,,,,,,,,,,,,,,,,,,,40233,,,,
1130005,-1,-1,,-1,22,1002,2,,0,,,icon_1130005,,,,,,,,,,,,,,,,,,,,40234,,,,
1130006,-1,-1,,-1,22,1002,2,,0,,,icon_1130006,,,,,,,,,,,,,,,,,,,,40235,,,,
1130007,-1,-1,,-1,22,1002,2,,0,,,icon_1130007,,,,,,,,,,,,,,,,,,,,40236,,,,
1130008,-1,-1,,-1,22,1002,2,,0,,,icon_1130008,,,,,,,,,,,,,,,,,,,,40237,,,,
1130009,-1,-1,,-1,22,1002,2,,0,,,icon_1130009,,,,,,,,,,,,,,,,,,,,40238,,,,
1130010,-1,-1,,-1,22,1002,2,,0,,,icon_1130010,,,,,,,,,,,,,,,,,,,,40239,,,,
1130011,-1,-1,,-1,22,1002,2,,0,,,icon_1130011,,,,,,,,,,,,,,,,,,,,40240,,,,
1130012,-1,-1,,-1,22,1002,2,,0,,,icon_1130012,,,,,,,,,,,,,,,,,,,,40241,,,,
1130013,-1,-1,,-1,22,1002,2,,0,,,icon_1130013,,,,,,,,,,,,,,,,,,,,40242,,,,
1130014,-1,-1,,-1,22,1002,2,,0,,,icon_1130014,,,,,,,,,,,,,,,,,,,,40243,,,,
1130015,-1,-1,,-1,22,1002,2,,0,,,icon_1130015,,,,,,,,,,,,,,,,,,,,40244,,,,
1130016,-1,-1,,-1,22,1002,2,,0,,,icon_1130016,,,,,,,,,,,,,,,,,,,,40245,,,,
1130017,-1,-1,,-1,22,1002,2,,0,,,icon_1130017,,,,,,,,,,,,,,,,,,,,40246,,,,
1130018,-1,-1,,-1,22,1002,2,,0,,,icon_1130018,,,,,,,,,,,,,,,,,,,,40247,,,,
1130019,-1,-1,,-1,22,1002,2,,0,,,icon_1130019,,,,,,,,,,,,,,,,,,,,40248,,,,
1130020,-1,-1,,-1,22,1002,2,,0,,,icon_1130020,,,,,,,,,,,,,,,,,,,,40249,,,,
1130021,-1,-1,,-1,22,1002,2,,0,,,icon_1130021,,,,,,,,,,,,,,,,,,,,40250,,,,
1130022,-1,-1,,-1,22,1002,2,,0,,,icon_1130022,,,,,,,,,,,,,,,,,,,,40251,,,,
1130023,-1,-1,,-1,22,1002,2,,0,,,icon_1130023,,,,,,,,,,,,,,,,,,,,40252,,,,
1140001,-1,-1,,-1,22,1002,2,,0,,,icon_1140001,,,,,,,,,,,,,,,,,,,,40257,,,,
1140002,-1,-1,,-1,22,1002,2,,0,,,icon_1140002,,,,,,,,,,,,,,,,,,,,40258,,,,
1140003,-1,-1,,-1,22,1002,2,,0,,,icon_1140003,,,,,,,,,,,,,,,,,,,,40259,,,,
1140004,-1,-1,,-1,22,1002,2,,0,,,icon_1140004,,,,,,,,,,,,,,,,,,,,40260,,,,
1140005,-1,-1,,-1,22,1002,2,,0,,,icon_1140005,,,,,,,,,,,,,,,,,,,,40261,,,,
1140006,-1,-1,,-1,22,1002,2,,0,,,icon_1140006,,,,,,,,,,,,,,,,,,,,40262,,,,
1140007,-1,-1,,-1,22,1002,2,,0,,,icon_1140007,,,,,,,,,,,,,,,,,,,,40263,,,,
1140008,-1,-1,,-1,22,1002,2,,0,,,icon_1140008,,,,,,,,,,,,,,,,,,,,40264,,,,
1140009,-1,-1,,-1,22,1002,2,,0,,,icon_1140009,,,,,,,,,,,,,,,,,,,,40265,,,,
1140010,-1,-1,,-1,22,1002,2,,0,,,icon_1140010,,,,,,,,,,,,,,,,,,,,40266,,,,
1140011,-1,-1,,-1,22,1002,2,,0,,,icon_1140011,,,,,,,,,,,,,,,,,,,,40267,,,,
1140012,-1,-1,,-1,22,1002,2,,0,,,icon_1140012,,,,,,,,,,,,,,,,,,,,40268,,,,
1140013,-1,-1,,-1,22,1002,2,,0,,,icon_1140013,,,,,,,,,,,,,,,,,,,,40269,,,,
1140014,-1,-1,,-1,22,1002,2,,0,,,icon_1140014,,,,,,,,,,,,,,,,,,,,40270,,,,
1140015,-1,-1,,-1,22,1002,2,,0,,,icon_1140015,,,,,,,,,,,,,,,,,,,,40271,,,,
1140016,-1,-1,,-1,22,1002,2,,0,,,icon_1140016,,,,,,,,,,,,,,,,,,,,40272,,,,
1140017,-1,-1,,-1,22,1002,2,,0,,,icon_1140017,,,,,,,,,,,,,,,,,,,,40273,,,,
1140018,-1,-1,,-1,22,1002,2,,0,,,icon_1140018,,,,,,,,,,,,,,,,,,,,40274,,,,
1140019,-1,-1,,-1,22,1002,2,,0,,,icon_1140019,,,,,,,,,,,,,,,,,,,,40275,,,,
1140020,-1,-1,,-1,22,1002,2,,0,,,icon_1140020,,,,,,,,,,,,,,,,,,,,40276,,,,
1140021,-1,-1,,-1,22,1002,2,,0,,,icon_1140021,,,,,,,,,,,,,,,,,,,,40277,,,,
1140022,-1,-1,,-1,22,1002,2,,0,,,icon_1140022,,,,,,,,,,,,,,,,,,,,40278,,,,
1140023,-1,-1,,-1,22,1002,2,,0,,,icon_1140023,,,,,,,,,,,,,,,,,,,,40279,,,,
1140024,-1,-1,,-1,22,1002,2,,0,,,icon_1140024,,,,,,,,,,,,,,,,,,,,40280,,,,
1140025,-1,-1,,-1,22,1002,2,,0,,,icon_1140025,,,,,,,,,,,,,,,,,,,,40281,,,,
1140026,-1,-1,,-1,22,1002,2,,0,,,icon_1140026,,,,,,,,,,,,,,,,,,,,40282,,,,
1140027,-1,-1,,-1,22,1002,2,,0,,,icon_1140027,,,,,,,,,,,,,,,,,,,,40283,,,,
1140028,-1,-1,,-1,22,1002,2,,0,,,icon_1140028,,,,,,,,,,,,,,,,,,,,40284,,,,
1140029,-1,-1,,-1,22,1002,2,,0,,,icon_1140029,,,,,,,,,,,,,,,,,,,,40285,,,,
1140030,-1,-1,,-1,22,1002,2,,0,,,icon_1140030,,,,,,,,,,,,,,,,,,,,40286,,,,
1140031,-1,-1,,-1,22,1002,2,,0,,,icon_1140031,,,,,,,,,,,,,,,,,,,,40287,,,,
1140032,-1,-1,,-1,22,1002,2,,0,,,icon_1140032,,,,,,,,,,,,,,,,,,,,40288,,,,
1140033,-1,-1,,-1,22,1002,2,,0,,,icon_1140033,,,,,,,,,,,,,,,,,,,,40289,,,,
1900003,-1,-1,,-1,22,1002,2,,0,,,icon_1900003,,,,,,,,,,,,,,,,,,,,40253,,,,
1900004,-1,-1,,-1,22,1002,2,,0,,,icon_1900004,,,,,,,,,,,,,,,,,,,,40254,,,,
1900005,-1,-1,,-1,22,1002,2,,0,,,icon_1900005,,,,,,,,,,,,,,,,,,,,40255,,,,
1900006,-1,-1,,-1,22,1002,2,,0,,,icon_1900006,,,,,,,,,,,,,,,,,,,,40256,,,,
1900007,-1,-1,,-1,22,1002,2,,0,,,icon_1900007,,,,,,,,,,,,,,,,,,,,40290,,,,
1900008,-1,-1,,-1,22,1002,2,,0,,,icon_1900008,,,,,,,,,,,,,,,,,,,,40291,,,,
2000001,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50001,,,,
2000002,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50002,,,,
2000003,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50003,,,,
2000034,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50004,,,,
2000004,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50005,,,,
2000005,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50006,,,,
2000006,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50007,,,,
2000007,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50008,,,,
2000008,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50009,,,,
2000009,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50010,,,,
2000010,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50011,,,,
2000011,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50012,,,,
2000012,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50013,,,,
2000013,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50014,,,,
2000015,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50015,,,,
2000016,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50016,,,,
2000017,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50017,,,,
2000018,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50018,,,,
2000019,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50019,,,,
2000020,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50020,,,,
2000021,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50021,,,,
2000022,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50022,,,,
2000023,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50023,,,,
2000024,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50024,,,,
2000025,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50025,,,,
2000026,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50026,,,,
2000027,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50027,,,,
2000028,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50028,,,,
2000029,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50029,,,,
2000030,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50030,,,,
2000031,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50031,,,,
2000032,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50032,,,,
2000033,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50033,,,,
2000014,-1,-1,,-1,21,,1,,0,,1,,,,,,,,,,,,,,,,0,,,,,50034,,,,
