id,name,dropbox_id,weight,item,cost
10001001,-1,10001,46666,11001#1,0#0
10001002,-1,10001,46667,11002#1,0#0
10001003,-1,10001,46667,11003#1,0#0
10001004,-1,10001,46666,12001#1,0#0
10001005,-1,10001,46667,12002#1,0#0
10001006,-1,10001,46667,12003#1,0#0
10001007,-1,10001,46666,13001#1,0#0
10001008,-1,10001,46667,13002#1,0#0
10001009,-1,10001,46667,13003#1,0#0
10001010,-1,10001,46666,14001#1,0#0
10001011,-1,10001,46667,14002#1,0#0
10001012,-1,10001,46667,14003#1,0#0
10001013,-1,10001,21250,21001#1,0#0
10001014,-1,10001,21250,21002#1,0#0
10001015,-1,10001,21250,21003#1,0#0
10001016,-1,10001,21250,21004#1,0#0
10001017,-1,10001,21250,22001#1,0#0
10001018,-1,10001,21250,22002#1,0#0
10001019,-1,10001,21250,22003#1,0#0
10001020,ZH-07,10001,21250,22004#1,0#0
10001021,-1,10001,21250,23001#1,0#0
10001022,-1,10001,21250,23002#1,0#0
10001023,-1,10001,21250,23003#1,0#0
10001024,-1,10001,21250,23004#1,0#0
10001025,-1,10001,21250,24001#1,0#0
10001026,-1,10001,21250,24002#1,0#0
10001027,-1,10001,21250,24003#1,0#0
10001028,-1,10001,21250,24004#1,0#0
10001029,-1,10001,3400,31001#1,0#0
10001030,-1,10001,3400,31002#1,0#0
10001031,-1,10001,3400,31003#1,0#0
10001032,-1,10001,3400,31004#1,0#0
10001033,-1,10001,3400,31005#1,0#0
10001034,-1,10001,3400,32001#1,0#0
10001035,-1,10001,3400,32002#1,0#0
10001036,-1,10001,3400,32003#1,0#0
10001037,-1,10001,3400,32004#1,0#0
10001038,MK-05,10001,3400,32005#1,0#0
10001039,-1,10001,3400,33001#1,0#0
10001040,-1,10001,3400,33002#1,0#0
10001041,-1,10001,3400,33003#1,0#0
10001042,-1,10001,3400,33004#1,0#0
10001043,-1,10001,3400,33005#1,0#0
10001044,-1,10001,3400,34001#1,0#0
10001045,-1,10001,3400,34002#1,0#0
10001046,-1,10001,3400,34003#1,0#0
10001047,-1,10001,3400,34004#1,0#0
10001048,-1,10001,3400,34005#1,0#0
10001049,-1,10001,8500,35001#1,0#0
10001050,-1,10001,8500,36001#1,0#0
10001051,-1,10001,375,41001#1,0#0
10001052,-1,10001,375,41002#1,0#0
10001053,-1,10001,375,41003#1,0#0
10001054,-1,10001,375,41004#1,0#0
10001055,-1,10001,375,41005#1,0#0
10001056,-1,10001,375,41006#1,0#0
10001057,-1,10001,375,41007#1,0#0
10001058,-1,10001,375,41008#1,0#0
10001059,-1,10001,375,42001#1,0#0
10001060,-1,10001,375,42002#1,0#0
10001061,-1,10001,375,42003#1,0#0
10001062,-1,10001,375,42004#1,0#0
10001063,-1,10001,375,42005#1,0#0
10001064,LM-02,10001,375,42006#1,0#0
10001065,-1,10001,375,42007#1,0#0
10001066,-1,10001,375,42008#1,0#0
10001067,-1,10001,375,43001#1,0#0
10001068,-1,10001,375,43002#1,0#0
10001069,-1,10001,375,43003#1,0#0
10001070,-1,10001,375,43004#1,0#0
10001071,-1,10001,375,43005#1,0#0
10001072,-1,10001,375,43006#1,0#0
10001073,-1,10001,375,43007#1,0#0
10001074,-1,10001,375,43008#1,0#0
10001075,-1,10001,375,44001#1,0#0
10001076,-1,10001,375,44002#1,0#0
10001077,-1,10001,375,44003#1,0#0
10001078,-1,10001,375,44004#1,0#0
10001079,-1,10001,375,44005#1,0#0
10001080,-1,10001,375,44006#1,0#0
10001081,-1,10001,375,44007#1,0#0
10001082,-1,10001,375,44008#1,0#0
10001083,-1,10001,416,45001#1,0#0
10001084,-1,10001,416,45002#1,0#0
10001085,-1,10001,417,45003#1,0#0
10001086,-1,10001,417,46001#1,0#0
10001087,-1,10001,417,46002#1,0#0
10001088,-1,10001,417,46003#1,0#0
10001089,-1,10001,18,51001#1,0#0
10001090,-1,10001,18,51003#1,0#0
10001091,-1,10001,18,51004#1,0#0
10001092,-1,10001,18,51005#1,0#0
10001093,-1,10001,18,51007#1,0#0
10001094,-1,10001,18,51009#1,0#0
10001095,-1,10001,17,51010#1,0#0
10001096,-1,10001,18,52002#1,0#0
10001097,-1,10001,18,52003#1,0#0
10001098,-1,10001,18,52005#1,0#0
10001099,-1,10001,18,52006#1,0#0
10001100,-1,10001,18,52008#1,0#0
10001101,-1,10001,18,52009#1,0#0
10001102,OD-01,10001,17,52010#1,0#0
10001103,-1,10001,18,53002#1,0#0
10001104,-1,10001,18,53003#1,0#0
10001105,-1,10001,18,53005#1,0#0
10001106,-1,10001,18,53006#1,0#0
10001107,-1,10001,18,53008#1,0#0
10001108,-1,10001,18,53009#1,0#0
10001109,-1,10001,17,53010#1,0#0
10001110,-1,10001,18,54001#1,0#0
10001111,-1,10001,18,54002#1,0#0
10001112,-1,10001,18,54003#1,0#0
10001113,-1,10001,18,54004#1,0#0
10001114,-1,10001,18,54005#1,0#0
10001115,-1,10001,18,54006#1,0#0
10001116,-1,10001,17,54009#1,0#0
10002001,-1,10002,33556,31001#1,0#0
10002002,-1,10002,33556,31002#1,0#0
10002003,-1,10002,33556,31003#1,0#0
10002004,-1,10002,33556,31004#1,0#0
10002005,-1,10002,33556,31005#1,0#0
10002006,-1,10002,33556,32001#1,0#0
10002007,-1,10002,33556,32002#1,0#0
10002008,-1,10002,33556,32003#1,0#0
10002009,-1,10002,33556,32004#1,0#0
10002010,MK-05,10002,33556,32005#1,0#0
10002011,-1,10002,33556,33001#1,0#0
10002012,-1,10002,33556,33002#1,0#0
10002013,-1,10002,33556,33003#1,0#0
10002014,-1,10002,33556,33004#1,0#0
10002015,-1,10002,33556,33005#1,0#0
10002016,-1,10002,33556,34001#1,0#0
10002017,-1,10002,33556,34002#1,0#0
10002018,-1,10002,33556,34003#1,0#0
10002019,-1,10002,33556,34004#1,0#0
10002020,-1,10002,33556,34005#1,0#0
10002021,-1,10002,56540,35001#1,0#0
10002022,-1,10002,56540,36001#1,0#0
10002023,-1,10002,5250,41001#1,0#0
10002024,-1,10002,5250,41002#1,0#0
10002025,-1,10002,5250,41003#1,0#0
10002026,-1,10002,5250,41004#1,0#0
10002027,-1,10002,5250,41005#1,0#0
10002028,-1,10002,5250,41006#1,0#0
10002029,-1,10002,5250,41007#1,0#0
10002030,-1,10002,5250,41008#1,0#0
10002031,-1,10002,5250,42001#1,0#0
10002032,-1,10002,5250,42002#1,0#0
10002033,-1,10002,5250,42003#1,0#0
10002034,-1,10002,5250,42004#1,0#0
10002035,-1,10002,5250,42005#1,0#0
10002036,LM-02,10002,5250,42006#1,0#0
10002037,-1,10002,5250,42007#1,0#0
10002038,-1,10002,5250,42008#1,0#0
10002039,-1,10002,5250,43001#1,0#0
10002040,-1,10002,5250,43002#1,0#0
10002041,-1,10002,5250,43003#1,0#0
10002042,-1,10002,5250,43004#1,0#0
10002043,-1,10002,5250,43005#1,0#0
10002044,-1,10002,5250,43006#1,0#0
10002045,-1,10002,5250,43007#1,0#0
10002046,-1,10002,5250,43008#1,0#0
10002047,-1,10002,5250,44001#1,0#0
10002048,-1,10002,5250,44002#1,0#0
10002049,-1,10002,5250,44003#1,0#0
10002050,-1,10002,5250,44004#1,0#0
10002051,-1,10002,5250,44005#1,0#0
10002052,-1,10002,5250,44006#1,0#0
10002053,-1,10002,5250,44007#1,0#0
10002054,-1,10002,5250,44008#1,0#0
10002055,-1,10002,5334,45001#1,0#0
10002056,-1,10002,5333,45002#1,0#0
10002057,-1,10002,5333,45003#1,0#0
10002058,-1,10002,5334,46001#1,0#0
10002059,-1,10002,5333,46002#1,0#0
10002060,-1,10002,5333,46003#1,0#0
10002061,-1,10002,343,51001#1,0#0
10002062,-1,10002,343,51003#1,0#0
10002063,-1,10002,343,51004#1,0#0
10002064,-1,10002,343,51005#1,0#0
10002065,-1,10002,343,51007#1,0#0
10002066,-1,10002,343,51009#1,0#0
10002067,-1,10002,342,51010#1,0#0
10002068,-1,10002,343,52002#1,0#0
10002069,-1,10002,343,52003#1,0#0
10002070,-1,10002,343,52005#1,0#0
10002071,-1,10002,343,52006#1,0#0
10002072,-1,10002,343,52008#1,0#0
10002073,-1,10002,343,52009#1,0#0
10002074,OD-01,10002,342,52010#1,0#0
10002075,-1,10002,343,53002#1,0#0
10002076,-1,10002,343,53003#1,0#0
10002077,-1,10002,343,53005#1,0#0
10002078,-1,10002,343,53006#1,0#0
10002079,-1,10002,343,53008#1,0#0
10002080,-1,10002,343,53009#1,0#0
10002081,-1,10002,342,53010#1,0#0
10002082,-1,10002,343,54001#1,0#0
10002083,-1,10002,343,54002#1,0#0
10002084,-1,10002,343,54003#1,0#0
10002085,-1,10002,343,54004#1,0#0
10002086,-1,10002,343,54005#1,0#0
10002087,-1,10002,343,54006#1,0#0
10002088,-1,10002,342,54009#1,0#0
10002089,-1,10002,167,55002#1,0#0
10002090,-1,10002,167,55004#1,0#0
10002091,-1,10002,167,56001#1,0#0
10002092,-1,10002,167,56002#1,0#0
