id,next_id,select_next_ids,select,plot,name,image_path,type,res_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_pos,face_scale,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
3919,3920,,,,-1,xianfengzhendi,0,partner_picture_yisao,,,,,,,,,,1,-120|0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3920,3921,,,,-1,xianfengzhendi,0,partner_picture_yisao,,,,,,,,,,1,-120|0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3921,3922,,,,-1,xianfengzhendi,0,partner_picture_yisao,,,,,,,,,,1,-120|0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3922,3923,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,-130|0,1,6,1,1,-130|-130,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3923,3924,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3924,-1,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3925,3926,,,-1,-1,xianfengzhendi,0,partner_picture_yisao,,,,,,,,,,1,-120|0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,3927,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_2,270|650,,,,,,,,,,,
3927,3928,,,,-1,xianfengzhendi,0,partner_picture_yisao,,,,,,,,,,1,-120|0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3928,3929,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_2,270|650,,,,,,,,,,,
3929,3930,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_2,270|650,,,,,,,,,,,
3930,3931,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_2,270|650,,,,,,,,,,,
3931,3932,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_2,270|650,,,,,,,,,,,
3932,3933,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3933,3934,,,,-1,xianfengzhendi,0,partner_picture_yisao,,,,,,,,,,1,-120|0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,3935,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3935,3936,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3936,-1,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3937,3938,,,,-1,xianfengzhendi,0,partner_picture_yisao,,,,,,,,,,1,-120|0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,partner_picture_yisao_emo_1,553|627,,,,,,,,,,,
3938,3939,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_2,270|650,,,,,,,,,,,
3939,3940,,,,-1,xianfengzhendi,0,partner_picture_yisao,,,,,,,,,,1,-120|0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,partner_picture_yisao_emo_1,553|627,,,,,,,,,,,
3940,3941,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,3942,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3942,3943,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,3944,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3944,3945,,,,-1,xianfengzhendi,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3945,3946,,,,-1,nihility,0,partner_picture_yage,1,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3946,3947,,,,-1,nihility,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3947,3948,,,,-1,nihility,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3948,3949,,,,-1,nihility,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3949,3950,,,,-1,nihility,0,partner_picture_yage,,,,,,,,,,1,130|0,13,6,1,1,80|80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,3951,,,,-1,nihility,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3951,3952,,,,-1,nihility,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3952,3953,,,,-1,nihility,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3953,3954,,,,-1,nihility,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_1,270|650,,,,,,,,,,,
3954,3955,,,,-1,nihility,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,3956,,,,-1,nihility,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,3957,,,,-1,nihility,0,partner_picture_yage,,,,,,,,,,1,130|0,1,6,1,1,130|130,,,,,,,,,,,,,,,,,partner_picture_yage_emo_2,270|650,,,,,,,,,,,
3957,3958,,,,-1,nihility,0,partner_picture_yisao,,,,,,,,,,1,-120|0,1,6,1,1,-120|-120,,,,,,,,,,,,,,,,,partner_picture_yisao_emo_1,553|627,,,,,,,,,,,1
3958,3959,,,,-1,cg_shuangzi_bg,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,shuangzicg#animation#17,1,-140#1560,1,0,
3959,3960,,,,-1,cg_shuangzi_bg,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,3961,,,,-1,cg_shuangzi_bg,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3961,3962,,,,-1,cg_shuangzi_bg,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,3963,,,,-1,cg_shuangzi_bg,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,3964,,,,-1,cg_shuangzi_bg,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
