id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
1100100,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,,,,,,,,,,,,,,,,1,,skill_icon_0,,1033,,,,,,,,
1100200,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,36,,,,,,,,,,,,,,,,,,skill_icon_0,,1017,,,,,,,,
1100300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,41,,,,,,,,,,,,,,,1,,skill_icon_0,,1030,,,,,,,,
1200100,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,86,,,,,,,,,,,,,,,,,,skill_icon_0,,1035,,,,,,,,
1200200,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,,,,,,,,,,,,,,,,1,,skill_icon_0,,1020,,,,,,,,
1200300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,20,,,,,,,,,,,,,,,,,,skill_icon_0,,1003,,,,,,,,
1300100,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,,,,,,,,,,,,,,,,1,,skill_icon_0,,1003,,,,,,,,
1300200,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,44,152,,,,,,,,,,,,,,,,,skill_icon_0,,1020,,,,,,,,
1300300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,80,78,,,,,,,,,,,,,,,,,skill_icon_0,,1059,,,,,,,,
1400100,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,80,78,,,,,,,,,,,,,,,,,skill_icon_0,,1059,,,,,,,,
1400200,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,114,,,,,,,,,,,,,,,,,,skill_icon_0,,1035,,,,,,,,
1400300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,155,152,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
2100100,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,134,62,,,,,,,,,,,,,,,,,skill_icon_0,,1042,,,,,,,,
2100200,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,,,,,,,,,,,,,,,,1,,skill_icon_0,,1002,,,,,,,,
2100300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,233,,,,,,,,,,,,,,,1,,skill_icon_0,,1048,,,,,,,,
2100400,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,175,176,,,,,,,,,,,,,,,,,skill_icon_0,,1035,,,,,,,,
2200100,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,165,166,,,,,,,,,,,,,,,,,skill_icon_0,,1010,,,,,,,,
2200200,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,,,,,,,,,,,,,,,,1,,skill_icon_0,,1011,,,,,,,,
2200300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,,,,,,,,,,,,,,,,1,,skill_icon_0,,1032,,,,,,,,
2200400,ZH-07,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,27,245,,,,,,,,,,,,,,,,,skill_icon_0,,1011,,,,,,,,
2300100,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,48,49,,,,,,,,,,,,,,,,,skill_icon_0,,1008,,,,,,,,
2300200,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,51,,,,,,,,,,,,,,,,,,skill_icon_0,,1004,,,,,,,,
2300300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,264,265,,,,,,,,,,,,,,,,,skill_icon_0,,1037,,,,,,,,
2300400,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,,,,,,,,,,,,,,,,1,,skill_icon_0,,1033,,,,,,,,
2400100,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,312,313,,,,,,,,,,,,,,,,,skill_icon_0,,1006,,,,,,,,
2400200,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,14,,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
2400300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,80,78,,,,,,,,,,,,,,,,,skill_icon_0,,1059,,,,,,,,
2400400,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,53,,,,,,,,,,,,,,,,,,skill_icon_0,,1033,,,,,,,,
3100100,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,55,,,,,,,,,,,,,,,,,,skill_icon_0,,1031,,,,,,,,
3100200,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,,,,,,,,,,,,,,,,1,,skill_icon_0,,1006,,,,,,,,
3100300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,,,,,,,,,,,,,,,,1,,skill_icon_0,,1023,,,,,,,,
3100400,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,283,284,,,,,,,,,,,,,,,,,skill_icon_0,,1014,,,,,,,,
